sub3	2022	2021	2020	2019	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980	1979	1978	1977	1976	1975	1974	1973	1972	1971	1970	1969	1968	1967	1966	1965	1964	1963	1962	1961	1960	1959	1958	1957	1956	1955	1954	1953	1952	1951	1950	1949	1948	1947	1946	1945	1944	1943	1942	1941	1940	1939	1938	1937	1936	1935	1934	1933	1932	1931	1930	1929	1928	1927	1926	1925	1924	1923	1922
Licensed Commercial Banks-Number of Other Banking Outlets COLOMBO			316	316	265	265	265	265	265	265	265	268	268	269	254																																																																																						
Licensed Commercial Banks-Number of Other Banking Outlets GALLE			210	210	202	202	202	202	202	202	202	185	185	185	173																																																																																						
Licensed Commercial Banks-Number of Other Banking Outlets HAMBANTOTA			120	119	98	98	98	98	98	98	98	98	98	98	98																																																																																						
Licensed Commercial Banks-Number of Other Banking Outlets JAFFNA			346	344	141	141	141	141	141	141	141	141	141	141	131																																																																																						
Licensed Commercial Banks-Number of Other Banking Outlets KALUTARA			92	92	80	80	80	80	81	81	81	81	81	81	81																																																																																						
Licensed Commercial Banks-Number of Other Banking Outlets KANDY			241	241	207	207	207	207	207	206	206	190	190	190	178																																																																																						
Licensed Commercial Banks-Number of Other Banking Outlets KEGALLE			134	134	122	122	122	122	122	122	122	122	122	122	112																																																																																						
Licensed Commercial Banks-Number of Other Banking Outlets KILINOCHCHI			9	9	10	10	10	10	10	10	10	10	10	10	10																																																																																						
Licensed Commercial Banks-Number of Other Banking Outlets KURUNEGALA			352	352	181	181	181	181	181	181	181	181	181	181	168																																																																																						
Licensed Commercial Banks-Number of Other Banking Outlets MANNER			19	19	15	15	15	15	15	15	15	15	15	15	15																																																																																						
Licensed Commercial Banks-Number of Other Banking Outlets MATALE			94	94	114	114	114	114	114	114	114	99	99	99	99																																																																																						
Licensed Commercial Banks-Number of Other Banking Outlets MATARA			111	111	121	121	121	121	121	121	121	120	120	120	120																																																																																						
Licensed Commercial Banks-Number of Other Banking Outlets MONARAGALA			119	119	70	70	70	70	70	70	70	70	70	70	70																																																																																						
Licensed Commercial Banks-Number of Other Banking Outlets MULATIVU			21	21	7	7	7	7	7	7	7	7	7	7	7																																																																																						
Licensed Commercial Banks-Number of Other Banking Outlets NUWARA ELIYA			99	99	96	96	96	96	96	95	95	83	82	82	82																																																																																						
Licensed Commercial Banks-Number of Other Banking Outlets POLONNARUWA			133	132	90	90	90	90	90	90	90	90	90	90	90																																																																																						
Licensed Commercial Banks-Number of Other Banking Outlets PUTTALAM			108	108	83	83	83	83	83	83	83	83	83	83	83																																																																																						
Licensed Commercial Banks-Number of Other Banking Outlets RATNAPURA			197	197	148	148	148	148	148	148	148	148	147	147	147																																																																																						
Licensed Commercial Banks-Number of Other Banking Outlets TRINCOMALEE			111	111	60	60	60	60	60	60	57	57	57	57	57																																																																																						
Licensed Commercial Banks-Number of Other Banking Outlets VAVUNIYA			71	71	26	26	26	26	26	26	26	26	26	26	26																																																																																						
