sub3	2022	2021	2020	2019	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980	1979	1978	1977	1976	1975	1974	1973	1972	1971	1970	1969	1968	1967	1966	1965	1964	1963	1962	1961	1960	1959	1958	1957	1956	1955	1954	1953	1952	1951	1950	1949	1948	1947	1946	1945	1944	1943	1942	1941	1940	1939	1938	1937	1936	1935	1934	1933	1932	1931	1930	1929	1928	1927	1926	1925	1924	1923	1922
GDP-Current Market Prices (2010 Series)-Industries-Manufacture of paper products, printing an			58,875.60	63,175.87	53,116.70	50,404.19	48,768.09	39,574.62	36,584.61	28,261.48	26,988.73	28,324.87	26,093.79																																																																																								
GDP-Current Market Prices (2010 Series)-Industries-Manufacture of coke and refined petroleum p			63,059.88	83,917.04	45,276.69	30,496.48	5,048.89	20,399.28	66,690.36	66,063.92	40,338.83	5,872.39	22,280.52																																																																																								
GDP-Current Market Prices (2010 Series)-Industries-Manufacture of chemical products and basic			114,429.58	115,077.42	74,162.76	80,885.04	85,181.69	73,803.71	74,134.50	62,740.18	54,254.30	41,292.75	69,450.31																																																																																								
GDP-Current Market Prices (2010 Series)-Industries-Manufacture of rubber and plastic products			95,989.10	101,897.66	91,498.20	86,306.07	80,908.89	81,853.33	77,753.54	74,995.22	85,188.37	66,870.98	63,256.61																																																																																								
GDP-Current Market Prices (2010 Series)-Industries-Manufacture of other non-metallic mineral			155,580.94	166,362.52	128,271.36	120,605.02	105,854.13	92,861.72	110,571.12	124,830.84	143,788.42	102,810.73	79,267.18																																																																																								
GDP-Current Market Prices (2010 Series)-Industries-Manufacture of basic metals and fabricated			66,775.48	68,917.46	58,770.16	47,452.32	41,259.08	39,297.56	33,634.77	34,299.51	32,085.60	29,705.48	31,665.03																																																																																								
GDP-Current Market Prices (2010 Series)-Industries-Manufacture of machinery and equipment i.e.			78,933.65	73,356.43	61,386.57	57,387.39	51,765.39	46,309.08	33,421.40	34,584.34	33,734.73	34,118.70	35,909.13																																																																																								
GDP-Current Market Prices (2010 Series)-Industries-Manufacture of furniture			64,850.01	65,297.82	52,007.15	54,751.05	43,014.70	78,568.88	78,966.59	57,966.28	59,515.52	56,841.05	56,401.77																																																																																								
GDP-Current Market Prices (2010 Series)-Industries-Electricity, gas, steam and air conditionin			116,710.24	118,652.53	106,773.64	90,954.16	86,881.75	82,965.85	77,638.88	90,538.80	78,832.61	67,664.59	68,491.16																																																																																								
GDP-Current Market Prices (2010 Series)-Industries-Construction			1,015,771.70	1,121,658.88	1,050,428.32	1,040,977.60	934,787.21	830,411.93	813,689.24	715,454.73	621,140.40	451,714.09	336,381.44																																																																																								
GDP-Current Market Prices (2010 Series)-Gross Value Added (GVA) at Basic Price			14,115,700.84	13,969,402.62	13,090,130.79	12,089,701.93	10,999,588.63	10,154,839.01	9,657,193.77	8,939,254.31	8,139,567.94	6,639,104.00	5,758,104.30																																																																																								
GDP-Current Market Prices (2010 Series)-Gross Domestic Product at Market Price			14,972,995.16	15,012,953.41	14,290,906.88	13,328,103.39	11,996,083.30	10,950,620.53	10,361,151.07	9,592,124.97	8,732,463.31	7,219,106.29	6,413,668.47																																																																																								
GDP-Current Market Prices (2010 Series)-Gross National Income at Market Price			14,567,811	14,580,704	13,901,306	12,975,247	11,676,431.24	10,675,880	10,125,078	9,366,038.77	8,577,574.10	7,147,065.29	6,343,892.47																																																																																								
