sub3	2022	2021	2020	2019	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980	1979	1978	1977	1976	1975	1974	1973	1972	1971	1970	1969	1968	1967	1966	1965	1964	1963	1962	1961	1960	1959	1958	1957	1956	1955	1954	1953	1952	1951	1950	1949	1948	1947	1946	1945	1944	1943	1942	1941	1940	1939	1938	1937	1936	1935	1934	1933	1932	1931	1930	1929	1928	1927	1926	1925	1924	1923	1922
GDP-Constant (2010) Prices-Services-Financial Service activities and auxiliary financial servi			778,258.24	701,890.79	687,918.30	606,511.77	554,564.19	493,784.72	420,223.35	386,008.91	364,687.55	314,677.97	274,932.83																																																																																								
GDP-Constant (2010) Prices-Services-Insurance, reinsurance and pension funding			118,133.86	117,445.91	112,514.80	95,924.92	92,171.59	82,013.03	74,977.65	70,853.64	69,026.27	67,595.85	67,829.85																																																																																								
GDP-Constant (2010) Prices-Services-Real estate activities, Including Ownership of dwelling			572,798.75	579,601.39	566,077.88	544,732.64	520,084.97	489,352.22	444,049.37	417,024.21	369,719.43	328,076.11	307,112.42																																																																																								
GDP-Constant (2010) Prices-Services-Professional services			164,949.22	169,523.48	165,550.07	158,755.35	152,229.37	154,266.04	166,485.51	161,962.51	155,740.86	127,358.20	112,061.72																																																																																								
GDP-Constant (2010) Prices-Services-Public administration and defense; compulsory social secur			443,959.90	437,065.35	428,021.72	430,671.56	452,585.75	430,104.93	402,205.37	382,470.04	385,614.56	367,093.34	383,823.46																																																																																								
GDP-Constant (2010) Prices-Services-Education			186,711.89	185,116.28	179,523.90	172,701.44	171,830.31	159,875.16	173,751.37	157,477.41	167,106.88	136,172.06	138,552.83																																																																																								
GDP-Constant (2010) Prices-Services-Human health activities, Residential care and social work			190,705.60	182,777.00	179,356.29	174,155.21	162,405.48	160,055.63	147,961.66	146,551.36	173,897.80	155,994.15	136,573.87																																																																																								
GDP-Constant (2010) Prices-Services-Other personal service activities			896,688.21	958,591.84	938,546.72	913,728.73	885,421.29	873,533.87	839,633.09	803,513.77	730,315.63	642,995.24	592,094.67																																																																																								
GDP-Constant (2010) Prices-Taxes less Subsidies on products			837,491.46	910,242.38	889,166.19	894,131.86	866,726.87	815,666.51	758,521.36	709,801.46	715,011.21	698,664.19	655,564.17																																																																																								
GDP-Constant (2010) Prices-Net Primary Income from rest of the world			-405,185	-281,083	-264,507	-249,616	(240926.93)	-214,835.26	-186,344	-184,197.96	-134,945.68	-67,487.91	-69,776.00																																																																																								
GDP-Exp. at Constant (2010) Prices-Consumption-Final consumption expenditure			7,556,275.80	7,739,402.00	7,453,372.60	7,224,405	7,036,082.26	6,584,691.13	6,109,434.97	5,881,197.14	5,496,156.33	5,355,453.63	4,932,545.04																																																																																								
GDP-Exp. at Constant (2010) Prices-Consumption-Household final consumption expenditure			6,847,474.10	7,060,275.20	6,852,511.20	6,591,380	6,362,682.06	5,926,299.01	5,512,176.85	5,317,617.92	4,933,104.18	4,824,505.30	4,390,215.11																																																																																								
GDP-Exp. at Constant (2010) Prices-Consumption-Government final consumption expenditure			708,801.70	679,126.80	600,861.30	633,025	673,400.20	658,392.12	597,258.12	563,579.22	563,052.15	530,948.33	542,329.93																																																																																								
GDP-Exp. at Constant (2010) Prices-Consumption-Govt.-Individual consumption expenditure			243,739.40	231,804.90	169,458.30	197,300	217,962.92	213,157.34	178,605.75	170,333.36	158,577.19	155,437.49	154,763.73																																																																																								
GDP-Exp. at Constant (2010) Prices-GCF-Gross fixed capital formation			2,352,567.20	2,588,580.40	2,519,706.70	2,452,812	2,334,584.13	2,138,922.36	2,137,668.30	2,174,090.36	2,060,075.34	1,774,950.53	1,522,846.96																																																																																								
GDP-Exp. at Constant (2010) Prices-GCF-Changes in inventories			433,468.20	500,749.20	892,409.40	818,533	755,873.19	780,139.42	723,665.75	362,375.33	721,339.74	432,379.48	377,650.90																																																																																								
GDP-Exp. at Constant (2010) Prices-GCF-Acquisitions less disposal of valuables			20,859.00	32,775.00	75,162.10	95,003	65,704.76	87,387.75	35,262.73	60,649.15	67,271.61	133,436.72	46,208.83																																																																																								
GDP-Exp. at Constant (2010) Prices-External Demand-Net External Demand			-832,564.50	-978,156.60	-1,275,272.20	-1,231,605	(1156414.40)	-943,307.40	-770,602.70	-632,109.97	-756,326.03	-743,500.35	-465,583.73																																																																																								
GDP-Exp. at Constant (2010) Prices-External Demand-Exports of goods and services			1,668,855.10	1,845,686.10	1,722,274.60	1,714,147	1,593,234.15	1,605,147.35	1,533,668.13	1,470,967.06	1,379,423.50	1,381,931.54	1,254,021.37																																																																																								
GDP-Exp. at Constant (2010) Prices-External Demand-Imports of goods and services			2,501,419.60	2,823,842.70	2,997,546.80	2,945,752	2,749,648.55	2,548,454.75	2,304,270.83	2,103,077.03	2,135,749.53	2,125,431.90	1,719,605.09																																																																																								
