sub3	2022	2021	2020	2019	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980	1979	1978	1977	1976	1975	1974	1973	1972	1971	1970	1969	1968	1967	1966	1965	1964	1963	1962	1961	1960	1959	1958	1957	1956	1955	1954	1953	1952	1951	1950	1949	1948	1947	1946	1945	1944	1943	1942	1941	1940	1939	1938	1937	1936	1935	1934	1933	1932	1931	1930	1929	1928	1927	1926	1925	1924	1923	1922
GDP-Constant (2010) Prices- Agriculture, Forestry and Fishing-Marine fishing and Marine Aquacu			75,592.52	96,588.61	102,174.85	103,043.07	105,100.34	104,412.57	105,822.34	103,879.12	97,063.40	89,575.39	77,578.51																																																																																								
GDP-Constant (2010) Prices-Industries			2,427,843.70	2,608,211.14	2,541,186.08	2,509,421.38	2,396,832.90	2,267,725.22	2,218,710.80	2,119,080.42	2,035,601.29	1,866,947.15	1,708,867.18																																																																																								
GDP-Constant (2010) Prices-Industries-Mining and quarrying			202,872.99	231,893.04	225,505.50	237,826.58	217,576.96	191,145.28	201,612.95	198,446.85	184,468.31	148,100.03	124,926.12																																																																																								
GDP-Constant (2010) Prices-Industries-Manufacture of food, beverages & Tobacco products			599,901.82	574,888.34	559,355.79	534,923.55	529,786.27	528,821.08	513,960.30	507,127.09	507,121.36	487,942.87	433,768.82																																																																																								
GDP-Constant (2010) Prices-Industries-Manufacture of textiles, wearing apparel and leather rel			287,843.93	326,802.78	324,565.10	304,090.18	289,001.22	282,719.05	276,799.96	264,526.98	244,496.07	238,254.41	264,905.03																																																																																								
GDP-Constant (2010) Prices-Industries-Manufacture of wood and of products of wood and cork, ex			28,724.79	31,178.02	34,232.59	32,908.93	32,855.43	27,320.05	23,139.15	25,257.55	23,471.79	31,520.65	26,317.66																																																																																								
GDP-Constant (2010) Prices-Industries-Manufacture of paper products, printing and reproductio			30,094.44	30,802.83	32,884.38	31,884.96	30,283.33	27,728.41	24,968.43	24,924.91	24,737.56	27,605.41	26,093.79																																																																																								
GDP-Constant (2010) Prices-Industries-Manufacture of coke and refined petroleum products			30,026.05	33,694.06	27,312.46	29,742.95	31,244.94	29,075.26	28,722.89	27,514.14	28,858.19	35,456.79	22,280.52																																																																																								
GDP-Constant (2010) Prices-Industries-Manufacture of chemical products and basic pharmaceutic			101,312.03	100,510.78	97,850.74	93,551.65	90,095.27	83,179.18	82,243.23	81,982.26	75,581.96	67,643.61	69,450.31																																																																																								
GDP-Constant (2010) Prices-Industries-Manufacture of rubber and plastic products			68,334.15	83,009.18	85,932.59	86,201.51	77,055.27	76,143.57	71,909.03	82,186.65	83,306.70	75,656.01	63,256.61																																																																																								
GDP-Constant (2010) Prices-Industries-Manufacture of other non-metallic mineral products			81,844.25	85,340.53	81,764.14	77,821.38	69,660.22	75,190.93	78,670.78	81,036.63	87,090.26	86,204.04	79,267.18																																																																																								
GDP-Constant (2010) Prices-Industries-Manufacture of basic metals and fabricated metal product			45,017.08	46,327.57	48,490.67	43,862.23	38,577.06	28,952.87	24,881.67	26,589.25	24,590.93	26,295.24	31,665.03																																																																																								
GDP-Constant (2010) Prices-Industries-Manufacture of machinery and equipment i.e..			51,284.77	52,578.38	51,697.23	50,967.40	46,609.69	38,848.17	32,064.19	30,844.73	30,849.47	33,650.12	35,909.13																																																																																								
GDP-Constant (2010) Prices-Industries-Manufacture of furniture			87,298.98	100,797.06	92,996.69	97,920.26	96,303.17	94,488.62	82,747.93	67,488.17	63,921.57	53,351.56	56,401.77																																																																																								
GDP-Constant (2010) Prices-Industries-Other manufacturing, and Repair and installation of mach			69,623.12	75,039.71	76,588.75	76,942.74	70,922.91	68,509.37	55,992.53	44,442.99	41,961.91	34,554.61	48,659.59																																																																																								
GDP-Constant (2010) Prices-Industries-Electricity, gas, steam and air conditioning supply			102,758.05	104,436.72	100,381.73	94,802.57	92,355.74	85,202.06	80,297.84	76,788.67	75,261.87	73,927.16	68,491.16																																																																																								
GDP-Constant (2010) Prices-Industries-Construction			592,963.35	683,370.70	657,069.54	674,096.60	645,994.08	596,697.37	611,841.58	553,438.07	514,757.28	424,798.06	336,381.44																																																																																								
GDP-Constant (2010) Prices-Gross Value Added (GVA) at Basic Price			8,693,114.21	8,973,107.58	8,776,212.41	8,465,015.40	8,169,103.06	7,832,166.75	7,476,907.70	7,136,400.98	6,873,505.50	6,254,056.00	5,758,104.30																																																																																								
GDP-Constant (2010) Prices-Gross Domestic Product			9,530,605.67	9,883,349.95	9,665,378.61	9,359,147.26	9,035,829.93	8,647,833.26	8,235,429.06	7,846,202.44	7,588,516.71	6,952,720.18	6,413,668.47																																																																																								
GDP-Constant (2010) Prices-Gross National Income at Market Price			9,125,421	9,602,267	9,400,872	9,109,531	8,794,903.00	8,432,998	8,049,085	7,662,004.49	7,453,571.02	6,885,232.27	6,343,892.47																																																																																								
