sub4	2022	2021	2020	2019	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980	1979	1978	1977	1976	1975	1974	1973	1972	1971	1970	1969	1968	1967	1966	1965	1964	1963	1962	1961	1960	1959	1958	1957	1956	1955	1954	1953	1952	1951	1950	1949	1948	1947	1946	1945	1944	1943	1942	1941	1940	1939	1938	1937	1936	1935	1934	1933	1932	1931	1930	1929	1928	1927	1926	1925	1924	1923	1922
gdp-constant-(2010)-prices-agriculture,-forestry-and-fishing-fresh-water-fishing-and-fresh-wa			18,929.69	16,797.03	16,304.31	15,207.81	13,735.16	12,502.63	14,072.34	12,435.09	12,559.63	11,064.58	9,736.72																																																																																								
gdp-constant-(2010)-prices-industries			2,427,843.70	2,608,211.14	2,541,186.08	2,509,421.38	2,396,832.90	2,267,725.22	2,218,710.80	2,119,080.42	2,035,601.29	1,866,947.15	1,708,867.18																																																																																								
gdp-constant-(2010)-prices-industries-manufacture-of-paper-products,-printing-and-reproductio			30,094.44	30,802.83	32,884.38	31,884.96	30,283.33	27,728.41	24,968.43	24,924.91	24,737.56	27,605.41	26,093.79																																																																																								
gdp-constant-(2010)-prices-industries-manufacture-of-basic-metals-and-fabricated-metal-product			45,017.08	46,327.57	48,490.67	43,862.23	38,577.06	28,952.87	24,881.67	26,589.25	24,590.93	26,295.24	31,665.03																																																																																								
gdp-constant-(2010)-prices-industries-electricity,-gas,-steam-and-air-conditioning-supply			102,758.05	104,436.72	100,381.73	94,802.57	92,355.74	85,202.06	80,297.84	76,788.67	75,261.87	73,927.16	68,491.16																																																																																								
gdp-constant-(2010)-prices-industries-construction			592,963.35	683,370.70	657,069.54	674,096.60	645,994.08	596,697.37	611,841.58	553,438.07	514,757.28	424,798.06	336,381.44																																																																																								
gdp-constant-(2010)-prices-gross-value-added-(gva)-at-basic-price			8,693,114.21	8,973,107.58	8,776,212.41	8,465,015.40	8,169,103.06	7,832,166.75	7,476,907.70	7,136,400.98	6,873,505.50	6,254,056.00	5,758,104.30																																																																																								
gdp-constant-(2010)-prices-gross-domestic-product			9,530,605.67	9,883,349.95	9,665,378.61	9,359,147.26	9,035,829.93	8,647,833.26	8,235,429.06	7,846,202.44	7,588,516.71	6,952,720.18	6,413,668.47																																																																																								
gdp-constant-(2010)-prices-gross-national-income-at-market-price			9,125,421	9,602,267	9,400,872	9,109,531	8,794,903.00	8,432,998	8,049,085	7,662,004.49	7,453,571.02	6,885,232.27	6,343,892.47																																																																																								
gde-constant-(2010)-prices-hh-cons.-by-coicop-transport			1,265,273.40	1,567,949.80	1,523,426.10	1,482,302.02	1,250,401.82	1,041,309.49	1,087,592.08	994,292.50	927,785.14	891,602.98	858,403.98																																																																																								
gde-constant-(2010)-prices-hh-cons.-by-coicop-recreation-and-culture			163,366.10	155,661.00	153,841.90	142,924.89	128,584.33	136,838.40	77,056.56	64,461.15	74,488.14	86,970.60	78,776.33																																																																																								
gde-constant-(2010)-prices-hh-cons.-by-coicop-restaurants-and-hotels			157,172.60	245,053.50	258,282.00	257,998.53	250,287.48	237,096.74	239,617.87	225,635.72	236,821.42	184,436.76	161,458.52																																																																																								
gde-constant-(2010)-prices-hh-cons.-by-coicop-miscellaneous-goods-and-services			1,429,728.50	1,456,731.90	1,420,053.70	1,332,656.05	1,371,967.94	1,519,701.21	1,520,626.27	1,428,437.08	1,169,475.34	946,284.53	864,653.73																																																																																								
gde-constant-(2010)-prices-hh-cons.-by-coicop-individual-consumption-expenditure-of-general-go			243,739.40	231,804.90	169,458.30	197,299.62	217,962.92	213,157.34	178,605.75	170,333.36	158,577.19	155,437.49	154,763.73																																																																																								
