sub4	2025-Q1	2024-Q4	2024-Q3	2024-Q2	2024-Q1	2023-Q4	2023-Q3	2023-Q2	2023-Q1	2022-Q4	2022-Q3	2022-Q2	2022-Q1	2021-Q4	2021-Q3	2021-Q2	2021-Q1	2020-Q4	2020-Q3	2020-Q2	2020-Q1	2019-Q4	2019-Q3	2019-Q2	2019-Q1	2018-Q4	2018-Q3	2018-Q2	2018-Q1	2017-Q4	2017-Q3	2017-Q2	2017-Q1	2016-Q4	2016-Q3	2016-Q2	2016-Q1	2015-Q4	2015-Q3	2015-Q2	2015-Q1	2014-Q4	2014-Q3	2014-Q2	2014-Q1	2013-Q4	2013-Q3	2013-Q2	2013-Q1	2012-Q4	2012-Q3	2012-Q2	2012-Q1	2011-Q4	2011-Q3	2011-Q2	2011-Q1	2010-Q4	2010-Q3	2010-Q2	2010-Q1	2009-Q4	2009-Q3	2009-Q2	2009-Q1	2008-Q4	2008-Q3	2008-Q2	2008-Q1	2007-Q4	2007-Q3	2007-Q2	2007-Q1	2006-Q4	2006-Q3	2006-Q2	2006-Q1	2005-Q4	2005-Q3	2005-Q2	2005-Q1	2004-Q4	2004-Q3	2004-Q2	2004-Q1	2003-Q4	2003-Q3	2003-Q2	2003-Q1	2002-Q4	2002-Q3	2002-Q2	2002-Q1	2001-Q4	2001-Q3	2001-Q2	2001-Q1	2000-Q4	2000-Q3	2000-Q2	2000-Q1	1999-Q4	1999-Q3	1999-Q2	1999-Q1	1998-Q4	1998-Q3	1998-Q2	1998-Q1	1997-Q4	1997-Q3	1997-Q2	1997-Q1	1996-Q4	1996-Q3	1996-Q2	1996-Q1	1995-Q4	1995-Q3	1995-Q2	1995-Q1	1994-Q4	1994-Q3	1994-Q2	1994-Q1	1993-Q4	1993-Q3	1993-Q2	1993-Q1	1992-Q4	1992-Q3	1992-Q2	1992-Q1	1991-Q4	1991-Q3	1991-Q2	1991-Q1	1990-Q4	1990-Q3	1990-Q2	1990-Q1	1989-Q4	1989-Q3	1989-Q2	1989-Q1	1988-Q4	1988-Q3	1988-Q2	1988-Q1	1987-Q4	1987-Q3	1987-Q2	1987-Q1	1986-Q4	1986-Q3	1986-Q2	1986-Q1	1985-Q4	1985-Q3	1985-Q2	1985-Q1	1984-Q4	1984-Q3	1984-Q2	1984-Q1	1983-Q4	1983-Q3	1983-Q2	1983-Q1	1982-Q4	1982-Q3	1982-Q2	1982-Q1	1981-Q4	1981-Q3	1981-Q2	1981-Q1	1980-Q4	1980-Q3	1980-Q2	1980-Q1	1979-Q4	1979-Q3	1979-Q2	1979-Q1	1978-Q4	1978-Q3	1978-Q2	1978-Q1	1977-Q4	1977-Q3	1977-Q2	1977-Q1	1976-Q4	1976-Q3	1976-Q2	1976-Q1	1975-Q4	1975-Q3	1975-Q2	1975-Q1	1974-Q4	1974-Q3	1974-Q2	1974-Q1	1973-Q4	1973-Q3	1973-Q2	1973-Q1	1972-Q4	1972-Q3	1972-Q2	1972-Q1	1971-Q4	1971-Q3	1971-Q2	1971-Q1	1970-Q4	1970-Q3	1970-Q2	1970-Q1	1969-Q4	1969-Q3	1969-Q2	1969-Q1	1968-Q4	1968-Q3	1968-Q2	1968-Q1	1967-Q4	1967-Q3	1967-Q2	1967-Q1	1966-Q4	1966-Q3	1966-Q2	1966-Q1	1965-Q4	1965-Q3	1965-Q2	1965-Q1	1964-Q4	1964-Q3	1964-Q2	1964-Q1	1963-Q4	1963-Q3	1963-Q2	1963-Q1	1962-Q4	1962-Q3	1962-Q2	1962-Q1	1961-Q4	1961-Q3	1961-Q2	1961-Q1	1960-Q4	1960-Q3	1960-Q2	1960-Q1	1959-Q4	1959-Q3	1959-Q2	1959-Q1	1958-Q4	1958-Q3	1958-Q2	1958-Q1	1957-Q4	1957-Q3	1957-Q2	1957-Q1	1956-Q4	1956-Q3	1956-Q2	1956-Q1	1955-Q4	1955-Q3	1955-Q2	1955-Q1	1954-Q4	1954-Q3	1954-Q2	1954-Q1	1953-Q4	1953-Q3	1953-Q2	1953-Q1	1952-Q4	1952-Q3	1952-Q2	1952-Q1	1951-Q4	1951-Q3	1951-Q2	1951-Q1	1950-Q4	1950-Q3	1950-Q2	1950-Q1	1949-Q4	1949-Q3	1949-Q2	1949-Q1	1948-Q4	1948-Q3	1948-Q2	1948-Q1	1947-Q4	1947-Q3	1947-Q2	1947-Q1	1946-Q4	1946-Q3	1946-Q2	1946-Q1	1945-Q4	1945-Q3	1945-Q2	1945-Q1	1944-Q4	1944-Q3	1944-Q2	1944-Q1	1943-Q4	1943-Q3	1943-Q2	1943-Q1	1942-Q4	1942-Q3	1942-Q2	1942-Q1	1941-Q4	1941-Q3	1941-Q2	1941-Q1	1940-Q4	1940-Q3	1940-Q2	1940-Q1	1939-Q4	1939-Q3	1939-Q2	1939-Q1	1938-Q4	1938-Q3	1938-Q2	1938-Q1	1937-Q4	1937-Q3	1937-Q2	1937-Q1	1936-Q4	1936-Q3	1936-Q2	1936-Q1	1935-Q4	1935-Q3	1935-Q2	1935-Q1	1934-Q4	1934-Q3	1934-Q2	1934-Q1	1933-Q4	1933-Q3	1933-Q2	1933-Q1	1932-Q4	1932-Q3	1932-Q2	1932-Q1	1931-Q4	1931-Q3	1931-Q2	1931-Q1	1930-Q4	1930-Q3	1930-Q2	1930-Q1	1929-Q4	1929-Q3	1929-Q2	1929-Q1	1928-Q4	1928-Q3	1928-Q2	1928-Q1	1927-Q4	1927-Q3	1927-Q2	1927-Q1	1926-Q4	1926-Q3	1926-Q2	1926-Q1	1925-Q4	1925-Q3	1925-Q2	1925-Q1
banking-sector-non-performing-advances-(npls)-substandard-category															9.60	8.50	8.20	9.80	16.70	18.90	14.60	17.80	22.40	21.90	17.20	18.29	19.49	17.13	11.26	12.50	14.70	12.50	9.60	9.80	11.20	10.50	8.50	10.60	13.40	12.20	10.60	14.90	18.40	15.30	12.10	15.10	14.00	11.90	8.70	9.40	10.50	10.10	8.20	8.00	10.50	9.80	9.50	10.40	14.40	11.90	11.60	21.70	22.20	17.80	16.30	15.00	17.80	12.10	11.20																																																																																																																																																																																																																																																																																																																																												
banking-sector-non-performing-advances-(npls)-doubtful-category															8.10	7.70	13.30	15.60	13.00	14.20	17.30	16.80	13.50	12.60	13.30	11.73	8.73	7.12	8.90	8.60	5.60	5.90	7.40	6.90	4.70	5.50	9.70	9.00	6.20	7.50	10.70	10.10	7.10	7.70	9.00	8.40	4.70	5.70	7.50	7.60	4.70	5.30	8.00	8.40	4.10	7.00	9.40	11.20	11.80	12.70	17.30	13.00	10.40	10.40	10.50	8.20	8.50	10.40	12.20																																																																																																																																																																																																																																																																																																																																												
banking-sector-non-performing-advances-(npls)-loss-category															69.70	68.30	68.30	64.40	58.10	54.00	50.60	50.60	45.80	43.50	44.80	51.28	49.02	52.48	55.96	63.60	62.10	63.60	65.60	68.20	67.80	67.70	66.00	67.70	66.30	63.30	60.30	60.60	56.50	55.50	58.50	59.70	60.70	61.60	63.50	67.50	68.20	68.90	67.20	70.50	68.40	63.60	62.10	62.70	56.20	56.20	45.70	47.50	46.50	45.60	46.80	43.30	49.30	49.90	53.70																																																																																																																																																																																																																																																																																																																																												
banking-sector-rupee-(lkr)-deposits															10,283,992	9,952,895	9,667,280	9,299,197	8,838,792	8,344,147	8,025,610	7,652,090	7,409,952	7,317,720	7,142,927	7,057,748.10	6,881,117.75	6,732,077.79	6,543,092.38	6,230,629	6,033,078	5,793,828	5,529,681	5,254,063	4,983,483	4,738,260	4,626,671	4,471,076	4,254,728	4,119,787	3,981,157	3,914,396	3,798,079	3,661,440	3,618,780	3,489,550	3,362,827	3,259,537	3,144,992	3,009,996	2,858,329	2,765,572	2,681,880	2,576,737	2,442,088	2,325,310	2,208,462	2,120,065	2,002,099	1,908,966	1,852,017	1,806,152	1,728,870	1,635,295	1,555,273	1,499,263	1,453,047	1,405,667	1,377,787																																																																																																																																																																																																																																																																																																																																												
banking-sector-rupee-(lkr)-time-deposits															6,197,924	6,058,902	5,982,865	5,822,177	5,655,328	5,462,298	5,264,138	5,107,097	4,942,301	4,912,616	4,744,242	4,669,915.41	4,559,080.75	4,354,383.72	4,193,887.66	3,973,079	3,879,962	3,672,867	3,418,268	3,178,100	2,967,399	2,745,295	2,623,598	2,499,246	2,363,337	2,327,639	2,249,708	2,237,176	2,279,848	2,234,342	2,273,430	2,200,002	2,139,285	2,082,267	1,983,731	1,842,775	1,728,512	1,648,987	1,551,167	1,425,500	1,292,797	1,230,172	1,163,281	1,109,055	1,061,205	1,006,132	979,019	997,855	998,522	942,011	878,918	831,684	785,501	733,628	715,036																																																																																																																																																																																																																																																																																																																																												
banking-sector-rupee-(lkr)-savings-deposits															3,256,713	3,127,718	2,945,322	2,747,032	2,527,879	2,283,950	2,178,335	2,000,311	1,946,983	1,892,397	1,872,972	1,830,061.35	1,804,366.58	1,855,261.39	1,800,163.01	1,730,081	1,683,865	1,643,224	1,620,973	1,588,385	1,551,674	1,539,005	1,534,058	1,489,160	1,451,398	1,370,153	1,304,307	1,252,197	1,130,754	1,058,701	1,000,091	949,682	907,598	879,995	853,854	839,229	835,811	829,234	838,333	837,130	833,797	805,710	765,979	726,719	689,988	654,893	627,421	582,765	529,877	505,683	488,707	474,389	478,189	466,647	460,354																																																																																																																																																																																																																																																																																																																																												
banking-sector-rupee-(lkr)-current-deposits															560,281	530,140	514,845	525,041	459,547	421,074	412,692	390,136	368,101	365,251	369,518	387,053.36	356,605.65	370,892.74	402,217.18	388,928	342,581	349,118	360,466	367,633	338,397	333,406	348,173	360,889	317,545	302,432	305,460	308,550	273,795	262,679	249,119	241,545	228,682	217,891	222,836	219,600	213,338	210,810	214,283	229,233	228,348	221,796	209,623	218,629	188,282	171,793	173,413	172,187	143,059	133,645	133,855	140,725	140,774	156,042	150,240																																																																																																																																																																																																																																																																																																																																												
banking-sector-rupee-(lkr)-other-deposits															269,074	236,135	224,247	204,947	196,038	176,825	170,445	154,546	152,568	147,456	156,195	170,717.98	161,064.78	151,539.94	146,824.54	138,541	126,670	128,618	129,975	119,946	126,013	120,553	120,842	121,781	122,448	119,563	121,682	116,473	113,683	105,719	96,141	98,321	87,262	79,384	84,571	108,392	80,668	76,541	78,097	84,874	87,146	67,632	69,579	65,661	62,624	76,148	72,165	53,345	57,412	53,957	53,793	52,465	48,583	49,350	52,156																																																																																																																																																																																																																																																																																																																																												
banking-sector-rupee-(lkr)-borrowings															1,251,644	945,957	890,895	794,523	711,370	642,791	655,669	695,140	684,420	636,088	709,976	742,146.82	714,209.30	642,365.90	642,716.72	599,826	596,226	641,813	709,396	665,760	685,889	700,629	737,429	679,969	704,148	606,662	612,748	582,730	508,015	426,054	389,118	359,562	346,002	381,451	375,038	363,426	367,378	391,532	379,486	367,317	377,773	378,605	367,375	354,604	340,969	307,225	278,875	267,581	259,426	281,714	310,489	306,728	293,292	280,659	284,535																																																																																																																																																																																																																																																																																																																																												
banking-sector-other-liabilities															599,570	602,559	611,799	578,946	560,070	551,081	564,236	551,150	528,476	512,841	525,844	507,807.72	480,473.42	437,042.05	445,918.42	419,553	413,779	375,146	371,518	347,326	326,553	309,718	296,816	279,227	283,934	282,387	277,224	268,807	262,156	277,397	271,613	266,973	279,841	264,162	256,660	232,617	230,635	222,922	212,953	173,352	184,418	176,998	178,329	162,939	170,358	160,050	162,413	149,162	146,501	147,325	137,112	142,316	147,690	136,192	137,687																																																																																																																																																																																																																																																																																																																																												
banking-sector-risk-weighted-amount-for-credit-risk															7,483,755	7,308,164	7,034,239	6,903,290	6,711,209	6,587,344	6,685,164	6,464,203	6,325,639	6,148,432	6,159,185	6,255,660.71	5,918,908.10	5,597,476.72	5,458,811.07	5,068,239	4,895,323	4,706,940	4,517,860	4,369,856	4,221,278	3,980,006	3,813,511	3,677,926	3,437,835	3,223,628	3,093,603	2,951,932	2,696,203	2,573,852	2,525,440	2,485,750	2,414,183	2,316,757	2,254,754	2,203,771	2,139,827	2,106,953	2,017,931	1,900,507	1,780,044	1,630,714	1,570,347	1,473,778	1,366,938	1,268,081	1,245,073	1,236,289	1,273,184	1,291,059	1,345,286	1,298,528	1,302,683	1,265,984	1,227,343																																																																																																																																																																																																																																																																																																																																												
banking-sector-risk-weighted-amount-for-market-risk															176,297	161,083	161,831	151,601	164,857	148,124	169,410	138,512	141,536	144,552	144,558	108,718.16	127,089.60	119,460.69	121,990.92	113,305	128,234	150,922	151,991	133,599	143,040	141,989	134,937	126,396	123,567	113,755	105,891	104,192	102,587	105,925	81,267	64,675	63,695	61,851	50,146	49,647	51,700	79,362	48,710	63,776	69,632	73,243	66,749	67,797	85,455	49,817	40,075	37,413	38,201	36,847	32,810	18,217	27,419	30,288	29,143																																																																																																																																																																																																																																																																																																																																												
banking-sector-risk-weighted-amount-for-operational-risk															670,659	653,518	635,218	610,741	595,478	587,448	583,209	541,026	520,820	509,131	495,677	518,261.22	499,800.31	485,247.17	489,165.93	534,291	537,258	588,272	566,316	550,360	535,521	518,970	504,986	486,977	475,190	462,297	439,862	442,182	424,451	402,245	398,623	392,509	358,561	358,359	355,856	347,677	311,456	311,456	311,755	304,681	280,142	278,858	278,143	273,129	244,297	238,711	239,292	227,291	206,527	206,369	195,030	183,056	169,450	169,605	168,189																																																																																																																																																																																																																																																																																																																																												
banking-sector-operating-expenses															219,438	141,810	71,491	252,159	186,908	122,124	71,559	264,348	197,645	130,728	65,490	254,223.71	181,409.38	117,024.82	57,589.07	204,802	150,581	98,014	49,843	197,224	144,722	96,245	52,624	178,492	133,205	85,692	42,471	160,184	116,483	76,249	37,135	141,969	104,406	68,113	32,858	133,506	98,829	68,578	32,420	117,442	85,105	55,713	27,201	105,849	74,319	48,455	24,359	96,507	67,784	44,110	22,881	88,952	63,733	41,522	20,315																																																																																																																																																																																																																																																																																																																																												
banking-sector-staff-cost															99,623	66,055	33,378	117,117	86,619	56,376	28,941	117,815	87,814	58,105	28,675	112,141.41	81,585.21	52,910.55	25,771.74	95,138	69,637	45,808	22,464	88,613	65,708	43,100	21,010	81,225	60,711	39,902	19,364	69,630	51,496	33,989	16,740	63,727	48,154	31,706	15,529	61,118	45,207	29,748	14,437	51,860	37,725	25,174	12,089	47,819	34,227	22,510	11,141	44,860	31,777	20,770	10,239	39,596	28,024	18,239	8,816																																																																																																																																																																																																																																																																																																																																												
banking-sector-provision-for-bad-and-doubtful-debts-and-loan-write-offs-(net)															61,485	37,919	15,654	83,503	65,476	55,766	18,563	61,167	41,746	30,381	10,183	41,315.39	27,564.90	17,262.86	6,254.81	19,766	15,894	10,088	3,702	10,958	5,605	5,113	3,455	18,956	12,711	8,326	4,232	13,010	5,111	1,533	1,610	18,456	13,534	7,504	1,189	6,297	4,767	3,351	1,356	-2,935	-1,899	-897	-200	-6,188	-3,687	-4,884	2,389	21,546	8,723	6,581	2,647	11,799	7,365	5,017	1,899																																																																																																																																																																																																																																																																																																																																												
banking-sector-provision-for-decline-in-value-in-investments-(net)															-63	460	541	748	522	1,140	722	322	618	977	290	1,082.55	495.20	418.48	308.38	-76	156	72	103	205	38	117	149	103	108	94	137	-2,320	-2,876	-2,791	-1,845	-23	11	-69	-45	1,621	-174	230	909	2,897	1,221	542	123	194	-346	-396	-46	-103	-799	-1,001	-102	2,423	331	129	-47																																																																																																																																																																																																																																																																																																																																												
banking-sector-profit-before-value-added-tax-(vat)-&-taxes															236,363	164,430	86,803	231,428	160,370	98,033	51,502	236,077	179,445	113,209	56,966	248,668.09	184,494.58	120,855.34	64,106.84	239,377	173,038	113,763	51,659	198,720	143,516	89,046	37,397	166,023	120,229	77,527	38,278	148,515	105,961	63,206	31,678	121,787	91,724	62,824	37,588	134,697	101,867	66,197	33,999	108,251	80,655	50,881	25,330	117,197	91,142	64,342	22,172	71,502	60,250	38,952	15,826	66,381	50,947	33,620	15,434																																																																																																																																																																																																																																																																																																																																												
banking-sector-profit-before-corporate-taxes															192,445	133,759	71,009	188,870	130,733	79,822	40,706	171,740	130,444	81,391	41,871	194,679.03	147,067.16	96,476.62	51,277.97	194,673	140,635	92,116	41,482	164,522	120,783	73,835	30,987	139,858	101,966	65,688	32,667	126,486	90,517	53,878	26,821	104,488	78,738	53,921	32,668	116,778	87,875	56,867	29,236	94,077	69,042	43,460	21,654	89,968	70,485	48,819	16,461	52,210	44,649	28,975	11,520	50,424	38,098	25,408	11,661																																																																																																																																																																																																																																																																																																																																												
banking-sector-profits-after-corporate-tax															149,125	105,767	50,691	135,267	94,794	58,987	28,060	111,056	82,640	51,326	25,473	125,902.72	95,849.35	64,555.03	35,711.68	138,871	98,205	64,672	28,495	116,005	86,607	52,117	21,225	97,124	71,574	45,716	22,600	88,005	63,352	38,041	19,291	74,595	56,391	39,390	24,617	82,666	61,376	39,167	20,204	65,846	46,772	29,613	14,311	59,191	46,012	34,231	9,209	27,268	25,506	16,917	6,308	27,756	21,731	15,143	6,779																																																																																																																																																																																																																																																																																																																																												
