sub4	2025-Q1	2024-Q4	2024-Q3	2024-Q2	2024-Q1	2023-Q4	2023-Q3	2023-Q2	2023-Q1	2022-Q4	2022-Q3	2022-Q2	2022-Q1	2021-Q4	2021-Q3	2021-Q2	2021-Q1	2020-Q4	2020-Q3	2020-Q2	2020-Q1	2019-Q4	2019-Q3	2019-Q2	2019-Q1	2018-Q4	2018-Q3	2018-Q2	2018-Q1	2017-Q4	2017-Q3	2017-Q2	2017-Q1	2016-Q4	2016-Q3	2016-Q2	2016-Q1	2015-Q4	2015-Q3	2015-Q2	2015-Q1	2014-Q4	2014-Q3	2014-Q2	2014-Q1	2013-Q4	2013-Q3	2013-Q2	2013-Q1	2012-Q4	2012-Q3	2012-Q2	2012-Q1	2011-Q4	2011-Q3	2011-Q2	2011-Q1	2010-Q4	2010-Q3	2010-Q2	2010-Q1	2009-Q4	2009-Q3	2009-Q2	2009-Q1	2008-Q4	2008-Q3	2008-Q2	2008-Q1	2007-Q4	2007-Q3	2007-Q2	2007-Q1	2006-Q4	2006-Q3	2006-Q2	2006-Q1	2005-Q4	2005-Q3	2005-Q2	2005-Q1	2004-Q4	2004-Q3	2004-Q2	2004-Q1	2003-Q4	2003-Q3	2003-Q2	2003-Q1	2002-Q4	2002-Q3	2002-Q2	2002-Q1	2001-Q4	2001-Q3	2001-Q2	2001-Q1	2000-Q4	2000-Q3	2000-Q2	2000-Q1	1999-Q4	1999-Q3	1999-Q2	1999-Q1	1998-Q4	1998-Q3	1998-Q2	1998-Q1	1997-Q4	1997-Q3	1997-Q2	1997-Q1	1996-Q4	1996-Q3	1996-Q2	1996-Q1	1995-Q4	1995-Q3	1995-Q2	1995-Q1	1994-Q4	1994-Q3	1994-Q2	1994-Q1	1993-Q4	1993-Q3	1993-Q2	1993-Q1	1992-Q4	1992-Q3	1992-Q2	1992-Q1	1991-Q4	1991-Q3	1991-Q2	1991-Q1	1990-Q4	1990-Q3	1990-Q2	1990-Q1	1989-Q4	1989-Q3	1989-Q2	1989-Q1	1988-Q4	1988-Q3	1988-Q2	1988-Q1	1987-Q4	1987-Q3	1987-Q2	1987-Q1	1986-Q4	1986-Q3	1986-Q2	1986-Q1	1985-Q4	1985-Q3	1985-Q2	1985-Q1	1984-Q4	1984-Q3	1984-Q2	1984-Q1	1983-Q4	1983-Q3	1983-Q2	1983-Q1	1982-Q4	1982-Q3	1982-Q2	1982-Q1	1981-Q4	1981-Q3	1981-Q2	1981-Q1	1980-Q4	1980-Q3	1980-Q2	1980-Q1	1979-Q4	1979-Q3	1979-Q2	1979-Q1	1978-Q4	1978-Q3	1978-Q2	1978-Q1	1977-Q4	1977-Q3	1977-Q2	1977-Q1	1976-Q4	1976-Q3	1976-Q2	1976-Q1	1975-Q4	1975-Q3	1975-Q2	1975-Q1	1974-Q4	1974-Q3	1974-Q2	1974-Q1	1973-Q4	1973-Q3	1973-Q2	1973-Q1	1972-Q4	1972-Q3	1972-Q2	1972-Q1	1971-Q4	1971-Q3	1971-Q2	1971-Q1	1970-Q4	1970-Q3	1970-Q2	1970-Q1	1969-Q4	1969-Q3	1969-Q2	1969-Q1	1968-Q4	1968-Q3	1968-Q2	1968-Q1	1967-Q4	1967-Q3	1967-Q2	1967-Q1	1966-Q4	1966-Q3	1966-Q2	1966-Q1	1965-Q4	1965-Q3	1965-Q2	1965-Q1	1964-Q4	1964-Q3	1964-Q2	1964-Q1	1963-Q4	1963-Q3	1963-Q2	1963-Q1	1962-Q4	1962-Q3	1962-Q2	1962-Q1	1961-Q4	1961-Q3	1961-Q2	1961-Q1	1960-Q4	1960-Q3	1960-Q2	1960-Q1	1959-Q4	1959-Q3	1959-Q2	1959-Q1	1958-Q4	1958-Q3	1958-Q2	1958-Q1	1957-Q4	1957-Q3	1957-Q2	1957-Q1	1956-Q4	1956-Q3	1956-Q2	1956-Q1	1955-Q4	1955-Q3	1955-Q2	1955-Q1	1954-Q4	1954-Q3	1954-Q2	1954-Q1	1953-Q4	1953-Q3	1953-Q2	1953-Q1	1952-Q4	1952-Q3	1952-Q2	1952-Q1	1951-Q4	1951-Q3	1951-Q2	1951-Q1	1950-Q4	1950-Q3	1950-Q2	1950-Q1	1949-Q4	1949-Q3	1949-Q2	1949-Q1	1948-Q4	1948-Q3	1948-Q2	1948-Q1	1947-Q4	1947-Q3	1947-Q2	1947-Q1	1946-Q4	1946-Q3	1946-Q2	1946-Q1	1945-Q4	1945-Q3	1945-Q2	1945-Q1	1944-Q4	1944-Q3	1944-Q2	1944-Q1	1943-Q4	1943-Q3	1943-Q2	1943-Q1	1942-Q4	1942-Q3	1942-Q2	1942-Q1	1941-Q4	1941-Q3	1941-Q2	1941-Q1	1940-Q4	1940-Q3	1940-Q2	1940-Q1	1939-Q4	1939-Q3	1939-Q2	1939-Q1	1938-Q4	1938-Q3	1938-Q2	1938-Q1	1937-Q4	1937-Q3	1937-Q2	1937-Q1	1936-Q4	1936-Q3	1936-Q2	1936-Q1	1935-Q4	1935-Q3	1935-Q2	1935-Q1	1934-Q4	1934-Q3	1934-Q2	1934-Q1	1933-Q4	1933-Q3	1933-Q2	1933-Q1	1932-Q4	1932-Q3	1932-Q2	1932-Q1	1931-Q4	1931-Q3	1931-Q2	1931-Q1	1930-Q4	1930-Q3	1930-Q2	1930-Q1	1929-Q4	1929-Q3	1929-Q2	1929-Q1	1928-Q4	1928-Q3	1928-Q2	1928-Q1	1927-Q4	1927-Q3	1927-Q2	1927-Q1	1926-Q4	1926-Q3	1926-Q2	1926-Q1	1925-Q4	1925-Q3	1925-Q2	1925-Q1
banking-sector-liquid-assets-to-total-assets															30.20	33.30	34.00	33.70	34.80	33.10	29.20	28.90	28.90	29.00	27.70	25.74	26.59	27.90	28.49	28.60	28.80	28.30	27.60	27.30	28.30	28.30	28.50	30.00	29.40	31.30	31.00	32.20	33.40	34.10	33.80	31.90	30.60	29.10	28.00	26.60	27.00	27.30	26.70	26.80	29.10	30.40	30.60	31.10	32.20	33.30	34.00	35.30	34.30	31.60	28.30	28.30	27.20	28.70	27.60																																																																																																																																																																																																																																																																																																																																												
banking-sector-liquid-assets-to-deposits															39.90	43.80	44.70	44.30	46.30	44.50	39.90	39.50	39.40	39.40	37.90	35.75	36.60	38.11	39.43	39.70	40.40	40.20	39.70	39.20	41.20	42.00	42.60	44.90	44.20	46.40	46.50	47.90	48.60	48.70	47.80	45.50	44.00	41.40	39.90	37.50	38.30	39.10	37.80	37.10	40.20	42.20	42.30	42.60	44.50	45.60	46.20	47.60	46.70	43.90	40.30	40.60	39.90	42.10	40.70																																																																																																																																																																																																																																																																																																																																												
banking-sector-liquid-assets-to-short-term-liabilities															46.70	51.60	52.40	51.90	51.00	51.00	52.90	46.80	44.60	44.40	42.00	38.64	40.28	42.99	41.47	41.10	41.40	41.20	40.20	40.30	42.00	42.40	42.90	45.20	43.40	46.40	45.90	48.80	50.10	50.90	49.70	46.90	45.00	42.00	39.60	36.80	37.90	38.40	36.80	37.10	38.70	40.00	40.50	44.30	46.00	49.50	46.70	34.00	46.80	42.40	37.40	38.10	36.50	38.50	36.30																																																																																																																																																																																																																																																																																																																																												
banking-sector-investments															4,531,772	4,467,516	4,359,031	4,227,716	3,769,495	3,391,887	3,168,491	3,026,891	2,943,711	2,875,346	2,657,885	2,697,353.41	2,638,937.77	2,631,622.44	2,634,383.45	2,576,672	2,599,556	2,546,755	2,471,200	2,291,323	2,413,317	2,417,519	2,454,443	2,367,810	2,325,056	2,284,630	2,105,924	1,953,237	1,922,981	1,864,569	1,819,280	1,719,197	1,693,573	1,497,121	1,331,301	1,241,070	1,190,783	1,208,767	1,169,597	1,079,821	1,154,038	1,162,311	1,141,041	1,099,853	1,108,096	1,058,589	1,016,141	949,462	887,353	820,963	758,994	693,183	683,539	602,252	592,810																																																																																																																																																																																																																																																																																																																																												
banking-sector-investments-held-for-trading															640,178	696,776	685,753	763,192	773,905	668,238	643,753	576,320	636,715	630,001	653,591	621,457.51	672,105.90	647,108.37	632,995.25	647,073	671,719	660,448	567,628	464,434	548,637	515,371	515,671	502,883	515,546	560,685	475,849	397,450	397,484	417,406	473,411	465,238	426,093	373,541	291,824	305,742	280,517	288,527	300,626	269,444	328,068	321,941	322,362	301,493	321,572	267,138	223,368	210,107	208,425	181,573	157,598	139,241	156,099	99,078	100,964																																																																																																																																																																																																																																																																																																																																												
banking-sector-investments-held-to-maturity-(htm)															3,858,744	3,739,230	3,641,291	3,432,570	2,966,192	2,693,226	2,494,507	2,420,354	2,280,283	2,219,452	1,978,400	2,050,100.02	1,942,863.14	1,960,706.53	1,978,804.35	1,907,311	1,906,661	1,864,669	1,882,770	1,806,099	1,843,154	1,881,643	1,918,299	1,844,714	1,783,468	1,698,265	1,604,335	1,530,099	1,499,783	1,422,886	1,321,503	1,229,712	1,245,394	1,101,524	1,017,266	912,323	887,082	897,675	846,325	787,700	804,740	818,914	799,160	779,366	767,918	773,085	769,944	718,743	658,260	618,564	580,536	533,735	507,839	484,564	472,296																																																																																																																																																																																																																																																																																																																																												
banking-sector-investments-in-subsidiaries,-associates-and-joint-ventures															32,850	31,511	31,987	31,954	29,399	30,423	30,231	30,217	26,714	25,892	25,894	25,795.88	23,968.74	23,807.55	22,583.85	22,288	21,177	21,638	20,802	20,790	21,526	20,505	20,473	20,213	26,042	25,680	25,740	25,689	25,715	24,277	24,366	24,246	22,086	22,056	22,212	23,005	23,185	22,566	22,646	22,677	21,230	21,455	19,519	18,994	18,605	18,239	21,853	20,246	20,541	20,449	20,439	19,724	19,179	18,139	18,757																																																																																																																																																																																																																																																																																																																																												
banking-sector-net-loans-and-advances															10,022,070	9,684,940	9,370,603	8,817,218	8,674,200	8,348,111	8,319,128	7,922,853	7,668,597	7,476,249	7,507,198	7,542,239.34	7,128,123.40	6,817,701.22	6,606,838.80	6,318,684	6,087,540	5,947,066	5,740,182	5,438,604	5,104,962	4,946,637	4,834,942	4,620,046	4,403,101	4,119,205	3,997,036	3,810,652	3,517,100	3,334,204	3,324,478	3,349,325	3,238,198	3,200,827	3,176,091	3,087,084	2,973,717	2,874,304	2,736,813	2,544,486	2,291,186	2,150,055	1,989,993	1,913,143	1,730,547	1,664,028	1,580,737	1,524,609	1,523,463	1,535,091	1,562,036	1,571,960	1,540,663	1,552,391	1,497,980																																																																																																																																																																																																																																																																																																																																												
banking-sector-gross-loans-and-advances															10,355,200	9,996,226	9,663,412	9,091,656	8,937,439	8,599,422	8,537,544	8,122,439	7,854,662	7,653,900	7,665,397	7,693,386.47	7,265,777.29	6,946,525.03	6,725,467.93	6,430,920	6,201,266	6,056,021	5,844,457	5,540,751	5,202,005	5,043,332	4,928,617	4,715,290	4,495,331	4,207,314	4,082,085	3,894,545	3,596,623	3,412,360	3,404,196	3,426,558	3,312,872	3,269,539	3,238,402	3,149,326	3,035,303	2,935,010	2,795,713	2,601,173	2,349,701	2,209,454	2,051,024	1,975,360	1,794,999	1,728,395	1,653,311	1,596,446	1,590,013	1,602,888	1,626,611	1,634,807	1,597,138	1,607,166	1,550,755																																																																																																																																																																																																																																																																																																																																												
banking-sector-gross-rupee-(lkr)-loans															8,444,109	8,064,954	7,778,598	7,291,663	7,115,759	6,762,502	6,668,541	6,487,501	6,271,940	6,153,137	6,186,251	6,156,917.62	5,865,713.89	5,631,013.91	5,455,118.17	5,253,654	5,060,485	4,903,495	4,754,898	4,535,699	4,282,400	4,119,818	3,991,378	3,777,831	3,601,065	3,350,563	3,239,627	3,077,645	2,892,632	2,761,115	2,788,011	2,803,348	2,705,447	2,671,555	2,644,386	2,590,121	2,476,251	2,369,505	2,293,576	2,150,176	1,965,617	1,822,857	1,698,685	1,635,393	1,497,978	1,428,283	1,350,972	1,319,056	1,321,497	1,332,604	1,329,889	1,311,065	1,273,376	1,231,158	1,193,424																																																																																																																																																																																																																																																																																																																																												
banking-sector-gross-foreign-currencu-(fcy)-loans															1,911,090	1,931,273	1,884,814	1,799,993	1,821,680	1,836,920	1,869,003	1,634,938	1,582,722	1,500,764	1,479,146	1,536,468.84	1,400,063.40	1,315,511.12	1,270,349.76	1,177,315	1,140,822	1,152,565	1,089,598	1,005,084	919,633	923,531	937,255	937,487	894,266	856,751	842,458	816,900	703,991	651,244	616,184	623,211	607,426	597,984	594,015	559,205	559,052	565,505	502,137	450,997	384,084	386,598	352,339	339,967	299,281	296,990	301,083	280,747	272,043	273,816	300,328	327,212	326,533	379,509	360,945																																																																																																																																																																																																																																																																																																																																												
banking-sector-gross-non-performing-advances-(npls)															498,868	499,970	449,242	448,062	473,343	466,889	433,721	381,688	386,771	366,195	323,868	263,146.11	263,065.72	227,637.39	200,977.07	160,672	169,332	163,029	156,001	142,349	150,391	150,457	153,019	152,812	178,749	182,029	176,684	165,474	189,702	212,292	211,295	191,033	172,262	153,144	137,127	116,635	121,059	112,449	108,486	99,297	106,382	108,957	111,900	107,044	119,876	128,193	138,822	135,579	140,516	138,515	124,633	103,271	101,058	96,277	87,310																																																																																																																																																																																																																																																																																																																																												
banking-sector-net-non-performing-advances-(npls)															217,512	237,257	201,634	216,313	256,093	264,557	256,961	219,919	238,917	225,272	202,780	149,645.90	161,081.60	132,710.08	115,022.15	80,946	86,985	84,791	81,708	68,199	79,874	79,323	84,296	81,192	108,340	113,610	110,167	99,790	126,185	149,366	147,030	128,952	113,367	99,225	88,280	68,301	72,439	64,700	61,366	53,611	59,966	62,161	64,168	58,522	71,342	78,961	80,566	77,539	87,762	85,057	72,898	54,097	55,456	51,244	43,371																																																																																																																																																																																																																																																																																																																																												
banking-sector-general-loan-loss-provisions															51,773	48,573	45,201	42,689	45,989	48,979	41,656	37,817	38,211	36,728	37,110	37,646.91	35,669.78	33,896.50	32,674.22	32,510	31,379	30,717	29,982	27,998	26,526	25,562	24,953	23,626	21,822	19,691	18,532	18,210	16,006	15,229	15,453	15,152	15,779	14,792	13,463	13,907	12,967	12,957	11,780	11,000	12,100	12,604	13,299	13,695	15,720	15,075	14,450	13,796	13,795	14,339	12,840	13,673	10,873	9,743	8,835																																																																																																																																																																																																																																																																																																																																												
banking-sector-investment-properties															5,439	5,472	5,502	5,631	5,562	5,593	5,624	5,618	5,512	5,542	5,703	5,696.69	5,742.84	5,747.66	4,673.61	4,590	4,600	4,804	1,793	1,432	1,439	1,444	1,430	1,432	1,435	1,437	1,553	1,575	1,579	1,397	1,399	1,266	1,389	1,402	1,415	678	679	638	599	623	689	921	929	951	1,058	1,059	988	878	1,155	892	920	715	838	473	903																																																																																																																																																																																																																																																																																																																																												
banking-sector-interest-income															872,238	573,644	284,065	1,159,187	870,075	587,581	298,120	1,209,491	906,666	600,530	296,685	1,108,735.30	811,733.82	530,033.29	259,309.08	971,801	711,745	460,225	221,746	757,353	543,997	346,406	166,273	591,331	435,901	285,262	140,696	561,809	413,690	271,720	137,855	591,156	443,170	292,641	142,871	495,618	352,844	223,481	104,860	357,691	260,210	169,176	82,692	330,091	244,180	160,789	80,949	364,250	269,943	178,887	86,100	343,785	249,549	162,335	79,495																																																																																																																																																																																																																																																																																																																																												
banking-sector-interest-expenses															479,730	318,155	160,297	733,123	562,024	383,660	193,755	779,699	585,973	389,561	192,117	711,127.18	521,353.17	339,958.66	166,443.64	630,241	463,288	298,953	143,416	453,113	322,692	202,782	96,015	325,235	241,459	157,440	77,161	340,461	260,519	177,821	92,216	394,747	295,378	196,488	95,335	298,372	208,330	128,399	59,314	192,674	139,420	91,005	44,424	180,333	135,611	89,788	46,106	233,942	177,618	119,469	58,376	228,682	167,266	109,119	53,311																																																																																																																																																																																																																																																																																																																																												
banking-sector-net-interest-income															392,508	255,489	123,769	426,065	308,051	203,921	104,364	429,792	320,693	210,969	104,568	397,608.12	290,380.65	190,074.63	92,865.44	341,560	248,457	161,271	78,330	304,240	221,304	143,624	70,259	266,096	194,442	127,822	63,535	221,348	153,171	93,900	45,640	196,409	147,793	96,152	47,536	197,246	144,514	95,082	45,546	165,017	120,791	78,171	38,268	149,758	108,569	71,002	34,844	130,307	92,325	59,419	27,725	115,103	82,282	53,216	26,185																																																																																																																																																																																																																																																																																																																																												
banking-sector-non-interest-income															124,715	89,129	50,721	141,773	105,226	73,142	37,983	132,122	98,762	64,326	28,361	147,681.62	103,583.41	65,486.87	35,393.65	122,310	91,212	60,666	26,977	102,867	72,578	46,898	23,366	97,478	71,811	43,819	21,585	98,041	71,507	44,297	22,939	85,780	61,882	42,219	24,054	78,875	60,777	43,275	23,138	60,638	44,291	28,067	14,185	67,295	52,859	36,515	14,031	59,145	43,633	29,223	13,527	54,453	40,092	27,073	11,416																																																																																																																																																																																																																																																																																																																																												
