sub4	2025-Q1	2024-Q4	2024-Q3	2024-Q2	2024-Q1	2023-Q4	2023-Q3	2023-Q2	2023-Q1	2022-Q4	2022-Q3	2022-Q2	2022-Q1	2021-Q4	2021-Q3	2021-Q2	2021-Q1	2020-Q4	2020-Q3	2020-Q2	2020-Q1	2019-Q4	2019-Q3	2019-Q2	2019-Q1	2018-Q4	2018-Q3	2018-Q2	2018-Q1	2017-Q4	2017-Q3	2017-Q2	2017-Q1	2016-Q4	2016-Q3	2016-Q2	2016-Q1	2015-Q4	2015-Q3	2015-Q2	2015-Q1	2014-Q4	2014-Q3	2014-Q2	2014-Q1	2013-Q4	2013-Q3	2013-Q2	2013-Q1	2012-Q4	2012-Q3	2012-Q2	2012-Q1	2011-Q4	2011-Q3	2011-Q2	2011-Q1	2010-Q4	2010-Q3	2010-Q2	2010-Q1	2009-Q4	2009-Q3	2009-Q2	2009-Q1	2008-Q4	2008-Q3	2008-Q2	2008-Q1	2007-Q4	2007-Q3	2007-Q2	2007-Q1	2006-Q4	2006-Q3	2006-Q2	2006-Q1	2005-Q4	2005-Q3	2005-Q2	2005-Q1	2004-Q4	2004-Q3	2004-Q2	2004-Q1	2003-Q4	2003-Q3	2003-Q2	2003-Q1	2002-Q4	2002-Q3	2002-Q2	2002-Q1	2001-Q4	2001-Q3	2001-Q2	2001-Q1	2000-Q4	2000-Q3	2000-Q2	2000-Q1	1999-Q4	1999-Q3	1999-Q2	1999-Q1	1998-Q4	1998-Q3	1998-Q2	1998-Q1	1997-Q4	1997-Q3	1997-Q2	1997-Q1	1996-Q4	1996-Q3	1996-Q2	1996-Q1	1995-Q4	1995-Q3	1995-Q2	1995-Q1	1994-Q4	1994-Q3	1994-Q2	1994-Q1	1993-Q4	1993-Q3	1993-Q2	1993-Q1	1992-Q4	1992-Q3	1992-Q2	1992-Q1	1991-Q4	1991-Q3	1991-Q2	1991-Q1	1990-Q4	1990-Q3	1990-Q2	1990-Q1	1989-Q4	1989-Q3	1989-Q2	1989-Q1	1988-Q4	1988-Q3	1988-Q2	1988-Q1	1987-Q4	1987-Q3	1987-Q2	1987-Q1	1986-Q4	1986-Q3	1986-Q2	1986-Q1	1985-Q4	1985-Q3	1985-Q2	1985-Q1	1984-Q4	1984-Q3	1984-Q2	1984-Q1	1983-Q4	1983-Q3	1983-Q2	1983-Q1	1982-Q4	1982-Q3	1982-Q2	1982-Q1	1981-Q4	1981-Q3	1981-Q2	1981-Q1	1980-Q4	1980-Q3	1980-Q2	1980-Q1	1979-Q4	1979-Q3	1979-Q2	1979-Q1	1978-Q4	1978-Q3	1978-Q2	1978-Q1	1977-Q4	1977-Q3	1977-Q2	1977-Q1	1976-Q4	1976-Q3	1976-Q2	1976-Q1	1975-Q4	1975-Q3	1975-Q2	1975-Q1	1974-Q4	1974-Q3	1974-Q2	1974-Q1	1973-Q4	1973-Q3	1973-Q2	1973-Q1	1972-Q4	1972-Q3	1972-Q2	1972-Q1	1971-Q4	1971-Q3	1971-Q2	1971-Q1	1970-Q4	1970-Q3	1970-Q2	1970-Q1	1969-Q4	1969-Q3	1969-Q2	1969-Q1	1968-Q4	1968-Q3	1968-Q2	1968-Q1	1967-Q4	1967-Q3	1967-Q2	1967-Q1	1966-Q4	1966-Q3	1966-Q2	1966-Q1	1965-Q4	1965-Q3	1965-Q2	1965-Q1	1964-Q4	1964-Q3	1964-Q2	1964-Q1	1963-Q4	1963-Q3	1963-Q2	1963-Q1	1962-Q4	1962-Q3	1962-Q2	1962-Q1	1961-Q4	1961-Q3	1961-Q2	1961-Q1	1960-Q4	1960-Q3	1960-Q2	1960-Q1	1959-Q4	1959-Q3	1959-Q2	1959-Q1	1958-Q4	1958-Q3	1958-Q2	1958-Q1	1957-Q4	1957-Q3	1957-Q2	1957-Q1	1956-Q4	1956-Q3	1956-Q2	1956-Q1	1955-Q4	1955-Q3	1955-Q2	1955-Q1	1954-Q4	1954-Q3	1954-Q2	1954-Q1	1953-Q4	1953-Q3	1953-Q2	1953-Q1	1952-Q4	1952-Q3	1952-Q2	1952-Q1	1951-Q4	1951-Q3	1951-Q2	1951-Q1	1950-Q4	1950-Q3	1950-Q2	1950-Q1	1949-Q4	1949-Q3	1949-Q2	1949-Q1	1948-Q4	1948-Q3	1948-Q2	1948-Q1	1947-Q4	1947-Q3	1947-Q2	1947-Q1	1946-Q4	1946-Q3	1946-Q2	1946-Q1	1945-Q4	1945-Q3	1945-Q2	1945-Q1	1944-Q4	1944-Q3	1944-Q2	1944-Q1	1943-Q4	1943-Q3	1943-Q2	1943-Q1	1942-Q4	1942-Q3	1942-Q2	1942-Q1	1941-Q4	1941-Q3	1941-Q2	1941-Q1	1940-Q4	1940-Q3	1940-Q2	1940-Q1	1939-Q4	1939-Q3	1939-Q2	1939-Q1	1938-Q4	1938-Q3	1938-Q2	1938-Q1	1937-Q4	1937-Q3	1937-Q2	1937-Q1	1936-Q4	1936-Q3	1936-Q2	1936-Q1	1935-Q4	1935-Q3	1935-Q2	1935-Q1	1934-Q4	1934-Q3	1934-Q2	1934-Q1	1933-Q4	1933-Q3	1933-Q2	1933-Q1	1932-Q4	1932-Q3	1932-Q2	1932-Q1	1931-Q4	1931-Q3	1931-Q2	1931-Q1	1930-Q4	1930-Q3	1930-Q2	1930-Q1	1929-Q4	1929-Q3	1929-Q2	1929-Q1	1928-Q4	1928-Q3	1928-Q2	1928-Q1	1927-Q4	1927-Q3	1927-Q2	1927-Q1	1926-Q4	1926-Q3	1926-Q2	1926-Q1	1925-Q4	1925-Q3	1925-Q2	1925-Q1
sector-core-capital-ratio												82.99	28.19	27.85	29.44	42.24	33.49	33.63	33.32	32.43	28.56	26.99	27.19	27.01	23.37	22.91	23.60	23.88	43.43	44.73	33.06	32.85	32.59	31.15	33.26	35.53	38.23	32.06	33.12	36.90	41.22	33.96	31.64	33.68	35.53	32.55	32.77																																																																																																																																																																																																																																																																																																																																																																		
sector-gross-non-performing-ratio												34.62	17.96	13.72	18.52	19.30	15.03	11.02	13.58	9.92	8.61	5.42	4.92	4.47	4.86	4.45	3.69	3.96	3.41	2.59	2.11	1.72	1.66	1.54	1.54	1.77	1.76	1.68	1.95	1.92	2.24	2.10	4.02	4.73	7.14	5.76	5.56																																																																																																																																																																																																																																																																																																																																																																		
sector-net-non-performing-ratio												8.22	8.13	5.09	8.41	8.10	5.35	3.21	5.25	3.80	4.20	1.72	1.52	1.73	1.93	1.96	1.99	2.28	1.70	1.14	0.40	0.26	0.07	0.33	0.27	0.37	0.23	0.26	0.44	0.33	0.46	0.51	1.56	1.65	3.82	2.49	2.03																																																																																																																																																																																																																																																																																																																																																																		
sector-net-interest-margin-(nim)												1.52	9.92	14.45	14.06	13.63	15.59	16.65	15.35	14.10	14.20	16.16	15.49	14.98	14.19	14.15	11.42	8.80	7.18	6.54	15.09	15.03	14.83	13.95	14.27	14.60	14.63	15.97	17.05	17.61	16.40	14.33	15.31	15.35	13.73	11.92	11.42																																																																																																																																																																																																																																																																																																																																																																		
sector-efficiency-ratio												92.50	63.94	35.42	42.40	60.56	78.23	55.33	62.16	59.83	104.95	49.84	52.84	54.71	55.00	49.13	47.93	46.67	47.48	40.39	57.54	56.42	55.48	52.76	53.19	53.14	49.73	43.08	39.85	38.53	40.44	40.67	42.24	44.12	44.05	48.23	49.77																																																																																																																																																																																																																																																																																																																																																																		
sector-liquid-assets-to-total-assets												9.32	8.10	11.48	12.01	6.66	4.67	5.46	4.71	4.20	4.95	6.68	6.39	7.15	8.83	7.79	7.58	7.86	8.13	8.08	8.81	8.61	8.42	10.49	9.13	9.96	7.94	11.18	9.25	8.66	8.70	7.80	11.33	10.73	10.10	10.19	6.96																																																																																																																																																																																																																																																																																																																																																																		
sector-liquid-assets-to-borrowings												35.01	15.59	23.25	24.79	18.24	11.46	12.80	10.75	8.76	9.58	12.67	11.68	12.58	14.76	12.90	12.46	12.86	13.47	13.39	13.16	12.86	12.62	15.78	14.20	15.68	12.42	17.73	14.65	13.92	13.99	13.21	18.85	17.73	16.35	16.03	11.12																																																																																																																																																																																																																																																																																																																																																																		
sector-number-of-branches-(total)												6.00	61.00	61.00	60	59	59	58	58	58	58	59	58	58	58	58	59	59	59	58	89	89	89	88.00	88	88	88	88	88	88	87	86	104	105	105	109	110																																																																																																																																																																																																																																																																																																																																																																		
sector-number-of-branches-central-province												Nill	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	10	10	10	10	11	11	11	11	11	11	11	11	12	12	12	12	12																																																																																																																																																																																																																																																																																																																																																																		
sector-number-of-branches-eastern-province												Nill	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	8	8	8	8	8	8	8	8	8	8	8	8	10	10	10	10	10																																																																																																																																																																																																																																																																																																																																																																		
sector-number-of-branches-north-central-province												Nill	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	7	7	7	6	6	6	6	6	6	6	6	6	7	7	7	7	7																																																																																																																																																																																																																																																																																																																																																																		
sector-number-of-branches-north-western-province												1	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	6	6	8	8	8	9	10																																																																																																																																																																																																																																																																																																																																																																		
sector-number-of-branches-northern-province												Nill	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7																																																																																																																																																																																																																																																																																																																																																																		
sector-number-of-branches-sabaragamuwa-province												Nill	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8																																																																																																																																																																																																																																																																																																																																																																		
sector-number-of-branches-southern-province												1	9	9	9	9	9	8	8	8	8	8	8	8	8	8	8	8	8	8	11	11	11	11	11	11	11	11	11	11	11	11	14	14	14	14	14																																																																																																																																																																																																																																																																																																																																																																		
sector-number-of-branches-uva-province												Nill	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	7	7	7	7	7																																																																																																																																																																																																																																																																																																																																																																		
sector-number-of-branches-western-province												4	16	16	15	14	14	14	14	14	15	15	14	14	14	14	15	15	15	15	27	27	27	27	26	26	26	26	26	26	26	25	31	32	32	35	35																																																																																																																																																																																																																																																																																																																																																																		
