sub4	2025-Q1	2024-Q4	2024-Q3	2024-Q2	2024-Q1	2023-Q4	2023-Q3	2023-Q2	2023-Q1	2022-Q4	2022-Q3	2022-Q2	2022-Q1	2021-Q4	2021-Q3	2021-Q2	2021-Q1	2020-Q4	2020-Q3	2020-Q2	2020-Q1	2019-Q4	2019-Q3	2019-Q2	2019-Q1	2018-Q4	2018-Q3	2018-Q2	2018-Q1	2017-Q4	2017-Q3	2017-Q2	2017-Q1	2016-Q4	2016-Q3	2016-Q2	2016-Q1	2015-Q4	2015-Q3	2015-Q2	2015-Q1	2014-Q4	2014-Q3	2014-Q2	2014-Q1	2013-Q4	2013-Q3	2013-Q2	2013-Q1	2012-Q4	2012-Q3	2012-Q2	2012-Q1	2011-Q4	2011-Q3	2011-Q2	2011-Q1	2010-Q4	2010-Q3	2010-Q2	2010-Q1	2009-Q4	2009-Q3	2009-Q2	2009-Q1	2008-Q4	2008-Q3	2008-Q2	2008-Q1	2007-Q4	2007-Q3	2007-Q2	2007-Q1	2006-Q4	2006-Q3	2006-Q2	2006-Q1	2005-Q4	2005-Q3	2005-Q2	2005-Q1	2004-Q4	2004-Q3	2004-Q2	2004-Q1	2003-Q4	2003-Q3	2003-Q2	2003-Q1	2002-Q4	2002-Q3	2002-Q2	2002-Q1	2001-Q4	2001-Q3	2001-Q2	2001-Q1	2000-Q4	2000-Q3	2000-Q2	2000-Q1	1999-Q4	1999-Q3	1999-Q2	1999-Q1	1998-Q4	1998-Q3	1998-Q2	1998-Q1	1997-Q4	1997-Q3	1997-Q2	1997-Q1	1996-Q4	1996-Q3	1996-Q2	1996-Q1	1995-Q4	1995-Q3	1995-Q2	1995-Q1	1994-Q4	1994-Q3	1994-Q2	1994-Q1	1993-Q4	1993-Q3	1993-Q2	1993-Q1	1992-Q4	1992-Q3	1992-Q2	1992-Q1	1991-Q4	1991-Q3	1991-Q2	1991-Q1	1990-Q4	1990-Q3	1990-Q2	1990-Q1	1989-Q4	1989-Q3	1989-Q2	1989-Q1	1988-Q4	1988-Q3	1988-Q2	1988-Q1	1987-Q4	1987-Q3	1987-Q2	1987-Q1	1986-Q4	1986-Q3	1986-Q2	1986-Q1	1985-Q4	1985-Q3	1985-Q2	1985-Q1	1984-Q4	1984-Q3	1984-Q2	1984-Q1	1983-Q4	1983-Q3	1983-Q2	1983-Q1	1982-Q4	1982-Q3	1982-Q2	1982-Q1	1981-Q4	1981-Q3	1981-Q2	1981-Q1	1980-Q4	1980-Q3	1980-Q2	1980-Q1	1979-Q4	1979-Q3	1979-Q2	1979-Q1	1978-Q4	1978-Q3	1978-Q2	1978-Q1	1977-Q4	1977-Q3	1977-Q2	1977-Q1	1976-Q4	1976-Q3	1976-Q2	1976-Q1	1975-Q4	1975-Q3	1975-Q2	1975-Q1	1974-Q4	1974-Q3	1974-Q2	1974-Q1	1973-Q4	1973-Q3	1973-Q2	1973-Q1	1972-Q4	1972-Q3	1972-Q2	1972-Q1	1971-Q4	1971-Q3	1971-Q2	1971-Q1	1970-Q4	1970-Q3	1970-Q2	1970-Q1	1969-Q4	1969-Q3	1969-Q2	1969-Q1	1968-Q4	1968-Q3	1968-Q2	1968-Q1	1967-Q4	1967-Q3	1967-Q2	1967-Q1	1966-Q4	1966-Q3	1966-Q2	1966-Q1	1965-Q4	1965-Q3	1965-Q2	1965-Q1	1964-Q4	1964-Q3	1964-Q2	1964-Q1	1963-Q4	1963-Q3	1963-Q2	1963-Q1	1962-Q4	1962-Q3	1962-Q2	1962-Q1	1961-Q4	1961-Q3	1961-Q2	1961-Q1	1960-Q4	1960-Q3	1960-Q2	1960-Q1	1959-Q4	1959-Q3	1959-Q2	1959-Q1	1958-Q4	1958-Q3	1958-Q2	1958-Q1	1957-Q4	1957-Q3	1957-Q2	1957-Q1	1956-Q4	1956-Q3	1956-Q2	1956-Q1	1955-Q4	1955-Q3	1955-Q2	1955-Q1	1954-Q4	1954-Q3	1954-Q2	1954-Q1	1953-Q4	1953-Q3	1953-Q2	1953-Q1	1952-Q4	1952-Q3	1952-Q2	1952-Q1	1951-Q4	1951-Q3	1951-Q2	1951-Q1	1950-Q4	1950-Q3	1950-Q2	1950-Q1	1949-Q4	1949-Q3	1949-Q2	1949-Q1	1948-Q4	1948-Q3	1948-Q2	1948-Q1	1947-Q4	1947-Q3	1947-Q2	1947-Q1	1946-Q4	1946-Q3	1946-Q2	1946-Q1	1945-Q4	1945-Q3	1945-Q2	1945-Q1	1944-Q4	1944-Q3	1944-Q2	1944-Q1	1943-Q4	1943-Q3	1943-Q2	1943-Q1	1942-Q4	1942-Q3	1942-Q2	1942-Q1	1941-Q4	1941-Q3	1941-Q2	1941-Q1	1940-Q4	1940-Q3	1940-Q2	1940-Q1	1939-Q4	1939-Q3	1939-Q2	1939-Q1	1938-Q4	1938-Q3	1938-Q2	1938-Q1	1937-Q4	1937-Q3	1937-Q2	1937-Q1	1936-Q4	1936-Q3	1936-Q2	1936-Q1	1935-Q4	1935-Q3	1935-Q2	1935-Q1	1934-Q4	1934-Q3	1934-Q2	1934-Q1	1933-Q4	1933-Q3	1933-Q2	1933-Q1	1932-Q4	1932-Q3	1932-Q2	1932-Q1	1931-Q4	1931-Q3	1931-Q2	1931-Q1	1930-Q4	1930-Q3	1930-Q2	1930-Q1	1929-Q4	1929-Q3	1929-Q2	1929-Q1	1928-Q4	1928-Q3	1928-Q2	1928-Q1	1927-Q4	1927-Q3	1927-Q2	1927-Q1	1926-Q4	1926-Q3	1926-Q2	1926-Q1	1925-Q4	1925-Q3	1925-Q2	1925-Q1
other-assets															81,152	79,352	67,286	68,309	79,850	90,448	72,611	76,602	68,673	68,431	63,776	70,410.09	61,590.93	66,667.62	58,099.74	55,599	51,490	54,973	45,334	46,602	42,872	41,487	35,934	37,720	35,502	34,586	33,233	37,709	31,761	38,715	34,330	34,761	36,207	33,298	28,559	26,185	17,273	18,902	17,651	17,443	17,892	19,185	16,075	16,989	16,263	20,364	17,771	17,311	16,443	21,009	17,247	18,506	18,345	17,631	16,337																																																																																																																																																																																																																																																																																																																																												
non-performing-advances-(npls)-special-mentioned-category															23.40	39.30	22.90	19.20	27.60	25.00	24.40	19.00	27.40	28.90	28.00	22.86	30.04	34.58	35.49	25.30	30.90	30.80	27.80	22.60	25.80	36.10	33.70	19.20	19.90	29.10	31.00	21.30	29.40	40.10	42.80	35.00	42.10	46.00	31.90	25.10	26.80	29.70	30.90	22.90	27.70	28.70	22.90	19.80	22.10	26.40	27.00	19.00	26.30	29.90	30.20	30.50	34.60	10.90	32.40																																																																																																																																																																																																																																																																																																																																												
non-performing-advances-(npls)-substandard-category															26.30	18.20	12.90	18.80	24.20	23.30	16.00	21.00	30.40	28.10	18.20	24.08	33.44	29.00	15.96	22.00	30.40	28.30	15.70	25.10	39.50	27.10	13.60	23.20	30.80	24.40	17.90	33.50	42.30	32.30	20.60	26.40	33.70	27.10	14.20	20.80	36.20	30.40	11.20	17.70	32.00	13.90	13.30	15.90	33.00	16.50	14.80	41.00	29.00	21.60	36.70	39.40	38.80	11.10	21.00																																																																																																																																																																																																																																																																																																																																												
non-performing-advances-(npls)-doubtful-category															12.00	9.60	24.00	22.20	14.40	17.20	27.50	26.20	13.30	14.90	27.20	25.04	10.54	10.97	23.75	25.00	10.70	11.60	29.70	21.80	4.90	6.00	24.90	22.10	9.10	15.10	27.20	23.00	10.40	9.80	18.60	17.50	3.70	3.80	26.70	22.90	4.00	5.00	23.50	24.70	7.00	9.10	30.10	27.80	7.30	12.80	29.30	11.20	11.00	10.20	12.30	9.50	7.20	22.00	25.90																																																																																																																																																																																																																																																																																																																																												
non-performing-advances-(npls)-loss-category															38.30	32.90	40.20	39.80	33.90	34.50	32.20	33.80	28.90	28.20	26.60	28.02	25.99	25.45	24.81	27.80	28.00	29.30	26.90	30.40	29.90	30.80	27.70	35.50	40.30	31.40	23.80	22.20	18.00	17.80	18.00	21.20	20.50	23.10	27.20	31.20	33.00	34.90	34.40	34.70	33.40	48.30	33.80	36.50	37.60	44.40	28.80	28.80	33.70	38.20	20.80	20.60	19.50	56.00	20.70																																																																																																																																																																																																																																																																																																																																												
other-liabilities															77,846	74,571	78,352	74,588	71,899	71,184	72,962	70,819	65,136	61,420	57,443	55,139.07	54,036.78	56,123.66	52,419.77	53,539	49,780	47,747	42,461	44,504	38,365	37,252	34,142	37,008	36,867	42,158	34,442	38,023	34,248	41,531	40,129	41,644	41,556	40,488	35,231	32,289	31,167	30,480	26,189	25,723	28,367	28,239	29,002	28,478	25,534	29,536	25,639	25,688	24,597	26,949	24,165	21,830	20,880	19,695	19,056																																																																																																																																																																																																																																																																																																																																												
risk-weighted-amount-for-credit-risk															568,998	556,065	536,939	525,945	493,494	473,384	461,492	445,339	432,247	430,979	418,454	405,025.71	391,894.88	395,408.41	383,963.83	353,240	344,615	335,793	317,662	295,433	287,327	271,048	272,203	256,875	328,910	303,920	292,291	281,689	249,016	240,784	232,710	223,976	213,501	214,905	204,392	199,676	193,768	193,515	190,872	185,886	168,717	160,675	155,414	146,027	132,872	109,389	110,349	106,779	109,437	114,349	117,594	66,857	111,654	112,652	110,759																																																																																																																																																																																																																																																																																																																																												
risk-weighted-amount-for-market-risk															12,263	10,733	10,947	11,544	11,736	10,492	7,382	10,416	6,998	7,419	10,899	11,398.88	10,877.77	22,667.91	21,230.51	23,008	28,726	29,766	29,238	27,875	25,303	19,499	15,119	15,215	13,126	12,599	12,853	15,878	14,223	15,848	13,321	14,176	9,015	12,869	16,839	17,203	16,680	13,940	15,428	17,065	16,958	16,545	17,178	19,047	28,366	12,621	9,692	9,804	11,865	8,852	6,009	1,858	4,492	4,582	4,577																																																																																																																																																																																																																																																																																																																																												
risk-weighted-amount-for-operational-risk															80,459	77,751	74,791	69,507	66,275	63,746	64,754	62,429	56,934	55,797	54,333	57,100.01	56,357.73	56,983.62	55,115.47	58,223	56,396	68,738	65,983	64,729	60,237	57,002	53,757	49,883	54,181	51,956	40,494	48,297	45,866	44,252	47,986	44,338	47,295	47,487	46,022	47,002	44,569	44,569	44,635	43,656	38,921	38,872	36,846	37,196	30,769	25,770	25,247	25,315	21,757	21,751	12,263	7,516	19,283	19,283	18,684																																																																																																																																																																																																																																																																																																																																												
interest-income															135,191	89,767	44,755	174,945	128,453	88,238	44,120	172,994	128,356	84,672	42,070	160,564.65	122,512.57	80,587.22	39,315.46	146,049	106,805	69,283	33,369	119,795	87,331	56,906	28,333	104,537	82,264	53,998	27,063	101,076	74,430	48,531	24,441	91,633	67,477	44,747	21,845	76,940	54,817	35,533	17,416	64,514	47,763	31,496	15,605	62,704	46,578	30,251	16,253	65,206	46,866	29,911	13,388	57,225	42,017	27,381	13,246																																																																																																																																																																																																																																																																																																																																												
interest-expenses															74,896	50,300	24,812	117,318	90,123	62,056	31,206	121,251	90,293	59,634	29,223	115,223.55	86,567.20	57,080.27	27,990.04	104,959	76,909	49,543	23,753	79,225	56,564	36,108	17,384	64,428	51,288	33,695	16,504	70,214	53,471	36,354	18,683	73,606	54,092	35,781	17,521	53,925	37,221	23,475	11,207	39,595	29,095	19,295	9,620	40,440	30,719	20,029	10,900	49,176	36,154	23,850	11,263	45,111	33,656	21,818	10,605																																																																																																																																																																																																																																																																																																																																												
net-interest-income															60,295	39,467	19,943	57,627	38,329	26,182	12,914	51,743	38,063	25,038	12,847	45,341.10	35,945.38	23,506.95	11,325.42	41,090	29,896	19,740	9,616	40,570	30,767	20,798	10,949	40,109	30,976	20,303	10,559	30,862	20,959	12,177	5,758	18,027	13,385	8,966	4,324	23,015	17,596	12,058	6,210	24,919	18,668	12,200	5,985	22,265	15,859	10,222	5,353	16,030	10,712	6,062	2,124	12,114	8,360	5,563	2,641																																																																																																																																																																																																																																																																																																																																												
non-interest-income															3,339	2,474	1,471	6,714	4,241	2,318	1,090	5,256	3,579	2,628	1,146	6,531.93	4,823.68	2,959.05	1,520.48	9,012	6,997	4,669	1,186	5,334	3,682	2,421	1,011	5,781	5,004	3,599	1,886	12,072	8,941	5,378	2,909	8,801	6,163	4,474	2,520	7,160	5,225	3,228	1,702	6,978	5,060	3,589	1,922	15,538	14,056	11,030	2,274	9,812	7,112	4,553	2,063	7,990	5,872	3,803	1,801																																																																																																																																																																																																																																																																																																																																												
operating-expenses															28,777	18,448	9,271	31,414	23,987	16,252	9,110	31,271	23,985	16,426	8,250	31,543.97	23,828.80	15,153.97	7,194.30	24,210	18,037	11,949	5,925	22,969	16,905	11,685	6,625	21,355	17,120	11,365	5,806	20,157	13,827	8,539	4,321	15,677	11,713	7,604	3,804	15,172	11,628	9,141	3,873	13,006	9,513	6,389	3,291	11,432	7,838	4,860	2,880	10,813	7,381	4,813	2,287	9,391	6,946	4,582	2,260																																																																																																																																																																																																																																																																																																																																												
provision-for-bad-and-doubtful-debts-and-loan-write-offs-(net)															5,009	3,082	733	4,076	3,145	2,130	1,612	5,164	3,610	2,369	920	2,686.67	1,976.35	1,297.04	463.76	1,574	1,374	867	365	1,693	1,708	1,587	1,267	3,837	1,977	1,060	730	3,165	1,931	640	228	890	444	312	30	-49	111	131	151	-439	-270	-285	-160	397	685	386	231	645	356	280	77	931	616	303	100																																																																																																																																																																																																																																																																																																																																												
provision-for-decline-in-value-in-investments-(net)															0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	2	3	0	-102	11	0	0	14	12	0	0	0	18	18	650	1,200	139	10	0	-381	-377	-454	60	-1,062	-1,136	-910	-131	1,203	218	36	-18																																																																																																																																																																																																																																																																																																																																												
profit-before-value-added-tax-(vat)-&-taxes															29,848	20,411	11,411	28,850	15,439	10,119	3,282	20,564	14,047	8,871	4,824	17,642.39	14,963.90	10,014.99	5,187.84	24,319	17,482	11,593	4,513	21,242	15,836	9,948	4,067	20,698	16,881	11,473	5,909	19,714	14,132	8,376	4,118	10,247	7,378	5,524	3,010	15,052	11,064	5,996	3,237	18,130	14,346	9,675	4,776	26,355	21,769	16,459	4,456	15,445	11,222	6,432	1,954	8,579	6,453	4,445	2,099																																																																																																																																																																																																																																																																																																																																												
profit-before-corporate-taxes															23,698	16,339	9,025	22,808	11,745	7,616	2,009	12,245	7,943	4,867	2,788	11,674.71	10,631.28	7,231.99	3,752.20	18,876	13,566	9,008	3,377	17,002	12,798	7,954	3,215	17,119	14,084	9,578	4,969	16,626	11,929	7,088	3,427	8,433	6,049	4,509	2,445	12,760	9,403	4,913	2,660	15,434	12,223	8,259	4,071	20,377	16,852	12,832	3,435	11,459	8,754	4,995	1,510	6,051	4,907	3,527	1,662																																																																																																																																																																																																																																																																																																																																												
profits-after-corporate-tax															18,039	12,881	5,685	15,330	7,616	4,966	680	6,283	3,727	2,049	1,373	6,375.26	5,960.08	4,143.14	2,236.63	12,891	9,481	6,484	2,195	11,635	8,952	5,582	2,212	11,516	9,648	6,546	3,649	11,417	8,182	5,252	2,930	6,176	4,330	3,520	1,908	9,127	6,795	3,149	1,759	10,770	8,771	5,964	3,006	14,008	12,458	9,893	2,057	6,435	5,570	3,293	730	2,582	2,885	2,253	901																																																																																																																																																																																																																																																																																																																																												
