sub4	2025-Q1	2024-Q4	2024-Q3	2024-Q2	2024-Q1	2023-Q4	2023-Q3	2023-Q2	2023-Q1	2022-Q4	2022-Q3	2022-Q2	2022-Q1	2021-Q4	2021-Q3	2021-Q2	2021-Q1	2020-Q4	2020-Q3	2020-Q2	2020-Q1	2019-Q4	2019-Q3	2019-Q2	2019-Q1	2018-Q4	2018-Q3	2018-Q2	2018-Q1	2017-Q4	2017-Q3	2017-Q2	2017-Q1	2016-Q4	2016-Q3	2016-Q2	2016-Q1	2015-Q4	2015-Q3	2015-Q2	2015-Q1	2014-Q4	2014-Q3	2014-Q2	2014-Q1	2013-Q4	2013-Q3	2013-Q2	2013-Q1	2012-Q4	2012-Q3	2012-Q2	2012-Q1	2011-Q4	2011-Q3	2011-Q2	2011-Q1	2010-Q4	2010-Q3	2010-Q2	2010-Q1	2009-Q4	2009-Q3	2009-Q2	2009-Q1	2008-Q4	2008-Q3	2008-Q2	2008-Q1	2007-Q4	2007-Q3	2007-Q2	2007-Q1	2006-Q4	2006-Q3	2006-Q2	2006-Q1	2005-Q4	2005-Q3	2005-Q2	2005-Q1	2004-Q4	2004-Q3	2004-Q2	2004-Q1	2003-Q4	2003-Q3	2003-Q2	2003-Q1	2002-Q4	2002-Q3	2002-Q2	2002-Q1	2001-Q4	2001-Q3	2001-Q2	2001-Q1	2000-Q4	2000-Q3	2000-Q2	2000-Q1	1999-Q4	1999-Q3	1999-Q2	1999-Q1	1998-Q4	1998-Q3	1998-Q2	1998-Q1	1997-Q4	1997-Q3	1997-Q2	1997-Q1	1996-Q4	1996-Q3	1996-Q2	1996-Q1	1995-Q4	1995-Q3	1995-Q2	1995-Q1	1994-Q4	1994-Q3	1994-Q2	1994-Q1	1993-Q4	1993-Q3	1993-Q2	1993-Q1	1992-Q4	1992-Q3	1992-Q2	1992-Q1	1991-Q4	1991-Q3	1991-Q2	1991-Q1	1990-Q4	1990-Q3	1990-Q2	1990-Q1	1989-Q4	1989-Q3	1989-Q2	1989-Q1	1988-Q4	1988-Q3	1988-Q2	1988-Q1	1987-Q4	1987-Q3	1987-Q2	1987-Q1	1986-Q4	1986-Q3	1986-Q2	1986-Q1	1985-Q4	1985-Q3	1985-Q2	1985-Q1	1984-Q4	1984-Q3	1984-Q2	1984-Q1	1983-Q4	1983-Q3	1983-Q2	1983-Q1	1982-Q4	1982-Q3	1982-Q2	1982-Q1	1981-Q4	1981-Q3	1981-Q2	1981-Q1	1980-Q4	1980-Q3	1980-Q2	1980-Q1	1979-Q4	1979-Q3	1979-Q2	1979-Q1	1978-Q4	1978-Q3	1978-Q2	1978-Q1	1977-Q4	1977-Q3	1977-Q2	1977-Q1	1976-Q4	1976-Q3	1976-Q2	1976-Q1	1975-Q4	1975-Q3	1975-Q2	1975-Q1	1974-Q4	1974-Q3	1974-Q2	1974-Q1	1973-Q4	1973-Q3	1973-Q2	1973-Q1	1972-Q4	1972-Q3	1972-Q2	1972-Q1	1971-Q4	1971-Q3	1971-Q2	1971-Q1	1970-Q4	1970-Q3	1970-Q2	1970-Q1	1969-Q4	1969-Q3	1969-Q2	1969-Q1	1968-Q4	1968-Q3	1968-Q2	1968-Q1	1967-Q4	1967-Q3	1967-Q2	1967-Q1	1966-Q4	1966-Q3	1966-Q2	1966-Q1	1965-Q4	1965-Q3	1965-Q2	1965-Q1	1964-Q4	1964-Q3	1964-Q2	1964-Q1	1963-Q4	1963-Q3	1963-Q2	1963-Q1	1962-Q4	1962-Q3	1962-Q2	1962-Q1	1961-Q4	1961-Q3	1961-Q2	1961-Q1	1960-Q4	1960-Q3	1960-Q2	1960-Q1	1959-Q4	1959-Q3	1959-Q2	1959-Q1	1958-Q4	1958-Q3	1958-Q2	1958-Q1	1957-Q4	1957-Q3	1957-Q2	1957-Q1	1956-Q4	1956-Q3	1956-Q2	1956-Q1	1955-Q4	1955-Q3	1955-Q2	1955-Q1	1954-Q4	1954-Q3	1954-Q2	1954-Q1	1953-Q4	1953-Q3	1953-Q2	1953-Q1	1952-Q4	1952-Q3	1952-Q2	1952-Q1	1951-Q4	1951-Q3	1951-Q2	1951-Q1	1950-Q4	1950-Q3	1950-Q2	1950-Q1	1949-Q4	1949-Q3	1949-Q2	1949-Q1	1948-Q4	1948-Q3	1948-Q2	1948-Q1	1947-Q4	1947-Q3	1947-Q2	1947-Q1	1946-Q4	1946-Q3	1946-Q2	1946-Q1	1945-Q4	1945-Q3	1945-Q2	1945-Q1	1944-Q4	1944-Q3	1944-Q2	1944-Q1	1943-Q4	1943-Q3	1943-Q2	1943-Q1	1942-Q4	1942-Q3	1942-Q2	1942-Q1	1941-Q4	1941-Q3	1941-Q2	1941-Q1	1940-Q4	1940-Q3	1940-Q2	1940-Q1	1939-Q4	1939-Q3	1939-Q2	1939-Q1	1938-Q4	1938-Q3	1938-Q2	1938-Q1	1937-Q4	1937-Q3	1937-Q2	1937-Q1	1936-Q4	1936-Q3	1936-Q2	1936-Q1	1935-Q4	1935-Q3	1935-Q2	1935-Q1	1934-Q4	1934-Q3	1934-Q2	1934-Q1	1933-Q4	1933-Q3	1933-Q2	1933-Q1	1932-Q4	1932-Q3	1932-Q2	1932-Q1	1931-Q4	1931-Q3	1931-Q2	1931-Q1	1930-Q4	1930-Q3	1930-Q2	1930-Q1	1929-Q4	1929-Q3	1929-Q2	1929-Q1	1928-Q4	1928-Q3	1928-Q2	1928-Q1	1927-Q4	1927-Q3	1927-Q2	1927-Q1	1926-Q4	1926-Q3	1926-Q2	1926-Q1	1925-Q4	1925-Q3	1925-Q2	1925-Q1
statutory-liquid-assets-ratio-(slar)-–-offshore-banking-unit-(obu)															-	-	-	-	-	-	-	-	-	-	-	0.00	0.00	0.00	0.00	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-																																																																																																																																																																																																																																																																																																																																												
cash-and-due-from-banks															138,832	126,294	123,932	123,387	132,346	130,566	125,253	108,919	99,257	102,967	95,316	89,204.94	85,746.87	107,025.48	103,998.96	98,720	96,064	90,891	81,810	84,350	67,557	81,242	73,393	70,522	83,322	69,782	66,366	68,327	67,648	65,799	63,209	58,315	51,951	50,086	48,707	42,914	41,356	30,737	27,521	38,348	25,682	23,400	21,271	26,797	24,768	22,316	17,979	18,082	19,633	16,343	16,183	15,949	17,318	11,537	10,201																																																																																																																																																																																																																																																																																																																																												
general-loan-loss-provisions															3,636	3,526	3,504	3,218	3,246	3,042	3,110	3,079	3,013	2,987	2,958	2,917.44	2,838.01	2,776.02	2,715.64	2,667	2,576	2,517	2,390	2,153	2,043	1,959	1,859	1,768	2,010	1,895	1,790	1,666	1,385	1,281	1,166	1,104	1,021	998	971	1,507	1,491	1,438	1,401	1,345	1,417	1,472	1,579	1,538	2,969	3,124	3,035	2,898	2,781	2,834	1,108	2,785	873	738	665																																																																																																																																																																																																																																																																																																																																												
fixed-assets-(net)															19,382	19,515	19,466	17,352	17,648	17,298	17,375	17,195	16,926	16,848	16,453	16,419.98	16,306.08	16,041.26	15,603.81	10,899	10,718	10,413	10,221	9,935	9,910	9,697	9,503	8,222	8,430	8,294	8,193	8,123	8,215	8,188	8,234	7,831	7,816	7,772	7,831	7,770	7,728	8,212	8,045	8,052	8,022	8,016	7,822	7,662	6,622	6,004	5,906	5,629	5,368	5,212	5,032	4,734	3,989	3,847	3,747																																																																																																																																																																																																																																																																																																																																												
deposits															1,723,441	1,683,270	1,627,771	1,553,621	1,478,732	1,397,691	1,330,530	1,277,529	1,205,992	1,161,420	1,110,243	1,084,612.18	1,039,475.50	1,032,997.97	1,003,308.44	974,574	943,330	912,294	856,239	846,146	822,248	800,741	787,621	764,155	768,981	748,873	723,448	709,671	688,151	661,687	648,584	617,081	608,124	596,741	581,813	564,077	539,201	522,905	515,353	513,813	480,974	462,378	449,053	432,606	413,792	402,482	392,364	380,984	365,389	342,431	331,457	317,985	306,073	296,137	287,945																																																																																																																																																																																																																																																																																																																																												
foreign-currency-(fcy)-deposits															15,189	16,550	16,300	15,398	14,651	12,792	12,444	11,866	11,767	11,082	10,833	10,877.80	9,997.14	9,538.08	9,349.76	9,268	9,125	9,144	8,888	8,393	8,205	8,420	8,027	7,303	7,062	6,741	6,244	6,300	6,099	6,159	6,045	9,377	9,151	8,965	9,457	7,023	6,476	5,676	5,533	4,906	4,685	4,746	4,750	4,305	4,260	3,918	3,792	3,580	3,333	3,055	2,596	2,140	1,837	1,787	1,614																																																																																																																																																																																																																																																																																																																																												
foreign-currency-(fcy)-time-deposits															10,384	11,730	11,716	11,204	10,690	8,937	8,681	8,325	8,366	7,836	7,520	7,502.19	6,922.41	6,591.80	6,331.07	6,278	6,290	6,288	5,978	5,629	5,524	5,750	5,350	4,735	4,575	4,390	4,013	4,085	4,073	4,025	3,963	7,276	7,179	7,030	7,549	5,061	4,571	3,773	3,614	3,155	13,882	3,047	3,083	2,788	2,792	2,543	2,440	2,325	2,168	1,973	1,623	1,314	1,062	986	890																																																																																																																																																																																																																																																																																																																																												
foreign-currency-(fcy)-savings-deposits															4,805	4,820	4,584	4,194	3,961	3,855	3,763	3,541	3,401	3,245	3,313	3,375.61	3,074.73	2,946.28	3,018.69	2,990	2,835	2,856	2,909	2,764	2,681	2,671	2,677	2,568	2,487	2,351	2,230	2,214	2,026	2,134	2,081	2,101	1,972	1,935	1,908	1,963	1,905	1,903	1,919	1,750	5,573	1,699	1,666	1,517	1,468	1,375	1,351	1,255	1,165	1,082	973	826	775	800	724																																																																																																																																																																																																																																																																																																																																												
foreign-currency-(fcy)-current-deposits															0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																																																																																																																												
foreign-currency-(fcy)-other-deposits															0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-14,770	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																																																																																																																																																																												
borrowings															130,308	104,815	114,413	105,454	106,057	118,952	137,016	142,642	146,656	173,411	193,010	192,275.99	203,062.72	273,637.51	269,294.61	264,616	266,053	251,428	263,242	251,251	245,550	237,536	232,393	239,431	283,343	272,247	263,917	262,011	224,956	187,165	179,422	189,887	171,922	78,730	81,974	77,185	70,786	74,912	65,955	68,780	54,979	57,679	54,539	56,620	59,063	55,618	57,297	54,733	56,156	57,080	57,132	57,993	65,233	65,243	67,722																																																																																																																																																																																																																																																																																																																																												
foreign-currency-(fcy)-borrowings															19,779	19,692	23,051	15,057	18,044	18,126	16,826	14,662	17,861	61,431	64,251	66,657.63	61,938.26	160,809.14	158,119.73	155,708	155,429	155,670	154,281	151,956	148,663	148,600	146,662	145,981	164,323	155,605	155,847	154,105	153,222	120,549	121,509	125,905	115,074	17,209	17,057	11,409	11,891	11,414	10,406	10,184	5,945	5,919	6,076	6,085	25,426	25,522	26,018	25,938	24,495	23,382	23,724	23,523	32,937	31,798	30,222																																																																																																																																																																																																																																																																																																																																												
equity-capital-&-reserves															128,351	119,860	112,589	103,782	93,093	91,428	88,181	87,710	87,554	86,603	92,340	89,557.60	83,151.35	82,047.52	81,525.45	73,478	70,361	67,458	62,402	61,345	60,490	64,473	66,369	62,580	83,365	81,708	82,091	77,766	75,364	74,058	75,248	70,714	71,875	71,566	72,016	68,980	67,674	67,103	67,869	65,420	62,837	61,084	60,167	58,251	54,821	53,265	47,476	45,267	44,422	42,539	41,137	39,729	41,402	40,984	38,998																																																																																																																																																																																																																																																																																																																																												
core-capital-(tier-i)															176,394	87,765	88,938	78,247	72,448	71,469	70,405	70,048	72,503	72,120	70,799	71,323.09	65,214.24	66,272.57	65,369.37	62,028	58,783	62,163	56,816	43,982	53,821	57,977	57,511	59,823	79,260	79,266	76,919	79,927	68,722	68,728	68,306	68,910	66,286	66,014	64,093	67,053	62,749	62,778	61,456	68,049	57,640	57,744	54,995	58,080	48,794	41,573	40,515	42,332	37,290	37,190	36,219	20,926	35,085	35,046	33,973																																																																																																																																																																																																																																																																																																																																												
eligible-core-capital															160,621	79,590	81,558	71,929	65,633	65,420	64,772	63,495	66,131	65,868	64,577	64,245.23	59,063.39	60,098.09	58,945.27	55,711	52,660	57,316	52,150	39,859	49,502	53,955	53,543	53,325	68,514	68,778	66,600	69,668	58,345	58,506	58,127	58,629	57,276	57,015	54,923	58,105	53,685	53,945	52,454	59,045	48,895	49,468	47,325	50,483	42,780	34,717	34,311	36,617	30,962	30,645	29,887	18,052	27,881	27,813	26,728																																																																																																																																																																																																																																																																																																																																												
deductions-adjustments-for-core-capital-(tier-ii)															58	114	61	110	1,968	1,918	2,063	2,088	2,057	2,446	2,584	2,460.95	2,794.49	2,792.13	2,789.36	2,796	2,891	4,352	3,792	3,730	3,972	3,817	3,755	4,133	8,260	7,997	7,826	7,753	7,892	7,709	7,627	7,700	6,501	6,589	6,668	6,535	6,596	6,366	6,555	6,151	6,383	5,905	5,299	5,226	5,785	6,743	6,088	5,608	6,261	6,482	6,301	2,844	7,126	7,157	7,161																																																																																																																																																																																																																																																																																																																																												
capital-base-(regulatory-capital)															199,270	97,589	100,051	89,825	82,127	82,261	81,726	80,701	78,115	76,945	74,143	74,504.25	69,933.59	71,440.82	70,930.38	65,327	61,688	64,801	59,814	46,590	50,024	54,549	54,099	53,399	64,824	65,354	63,185	64,214	52,476	52,837	52,461	52,839	52,594	52,339	50,141	53,985	49,504	49,607	47,890	55,961	44,520	45,626	46,034	49,297	39,781	30,515	30,965	33,721	27,284	26,676	26,199	17,235	23,301	23,089	22,239																																																																																																																																																																																																																																																																																																																																												
foreign-exchange-income-(net)															249	285	157	391	274	191	237	304	158	83	-7	1,163.79	993.95	408.40	200.72	323	262	295	164	340	119	104	21	289	-318	-189	-50	223	-839	-709	-490	-931	-416	-315	-56	-89	-36	-183	-164	-173	23	22	13	-41	-52	-40	-20	-30	-18	-26	-26	44	1	-4	1																																																																																																																																																																																																																																																																																																																																												
corporate-tax															5,659	3,458	3,340	7,478	4,129	2,650	1,329	5,962	4,217	2,818	1,415	5,299.45	4,671.19	3,088.85	1,515.58	5,985	4,085	2,525	1,183	5,368	3,846	2,372	1,003	5,603	4,436	3,032	1,320	5,209	3,747	1,836	497	2,257	1,720	989	536	3,633	2,608	1,764	901	4,664	3,452	2,295	1,066	6,369	4,394	2,940	1,378	5,024	3,184	1,703	780	3,469	2,022	1,274	761																																																																																																																																																																																																																																																																																																																																												
