sub4	2025-Q1	2024-Q4	2024-Q3	2024-Q2	2024-Q1	2023-Q4	2023-Q3	2023-Q2	2023-Q1	2022-Q4	2022-Q3	2022-Q2	2022-Q1	2021-Q4	2021-Q3	2021-Q2	2021-Q1	2020-Q4	2020-Q3	2020-Q2	2020-Q1	2019-Q4	2019-Q3	2019-Q2	2019-Q1	2018-Q4	2018-Q3	2018-Q2	2018-Q1	2017-Q4	2017-Q3	2017-Q2	2017-Q1	2016-Q4	2016-Q3	2016-Q2	2016-Q1	2015-Q4	2015-Q3	2015-Q2	2015-Q1	2014-Q4	2014-Q3	2014-Q2	2014-Q1	2013-Q4	2013-Q3	2013-Q2	2013-Q1	2012-Q4	2012-Q3	2012-Q2	2012-Q1	2011-Q4	2011-Q3	2011-Q2	2011-Q1	2010-Q4	2010-Q3	2010-Q2	2010-Q1	2009-Q4	2009-Q3	2009-Q2	2009-Q1	2008-Q4	2008-Q3	2008-Q2	2008-Q1	2007-Q4	2007-Q3	2007-Q2	2007-Q1	2006-Q4	2006-Q3	2006-Q2	2006-Q1	2005-Q4	2005-Q3	2005-Q2	2005-Q1	2004-Q4	2004-Q3	2004-Q2	2004-Q1	2003-Q4	2003-Q3	2003-Q2	2003-Q1	2002-Q4	2002-Q3	2002-Q2	2002-Q1	2001-Q4	2001-Q3	2001-Q2	2001-Q1	2000-Q4	2000-Q3	2000-Q2	2000-Q1	1999-Q4	1999-Q3	1999-Q2	1999-Q1	1998-Q4	1998-Q3	1998-Q2	1998-Q1	1997-Q4	1997-Q3	1997-Q2	1997-Q1	1996-Q4	1996-Q3	1996-Q2	1996-Q1	1995-Q4	1995-Q3	1995-Q2	1995-Q1	1994-Q4	1994-Q3	1994-Q2	1994-Q1	1993-Q4	1993-Q3	1993-Q2	1993-Q1	1992-Q4	1992-Q3	1992-Q2	1992-Q1	1991-Q4	1991-Q3	1991-Q2	1991-Q1	1990-Q4	1990-Q3	1990-Q2	1990-Q1	1989-Q4	1989-Q3	1989-Q2	1989-Q1	1988-Q4	1988-Q3	1988-Q2	1988-Q1	1987-Q4	1987-Q3	1987-Q2	1987-Q1	1986-Q4	1986-Q3	1986-Q2	1986-Q1	1985-Q4	1985-Q3	1985-Q2	1985-Q1	1984-Q4	1984-Q3	1984-Q2	1984-Q1	1983-Q4	1983-Q3	1983-Q2	1983-Q1	1982-Q4	1982-Q3	1982-Q2	1982-Q1	1981-Q4	1981-Q3	1981-Q2	1981-Q1	1980-Q4	1980-Q3	1980-Q2	1980-Q1	1979-Q4	1979-Q3	1979-Q2	1979-Q1	1978-Q4	1978-Q3	1978-Q2	1978-Q1	1977-Q4	1977-Q3	1977-Q2	1977-Q1	1976-Q4	1976-Q3	1976-Q2	1976-Q1	1975-Q4	1975-Q3	1975-Q2	1975-Q1	1974-Q4	1974-Q3	1974-Q2	1974-Q1	1973-Q4	1973-Q3	1973-Q2	1973-Q1	1972-Q4	1972-Q3	1972-Q2	1972-Q1	1971-Q4	1971-Q3	1971-Q2	1971-Q1	1970-Q4	1970-Q3	1970-Q2	1970-Q1	1969-Q4	1969-Q3	1969-Q2	1969-Q1	1968-Q4	1968-Q3	1968-Q2	1968-Q1	1967-Q4	1967-Q3	1967-Q2	1967-Q1	1966-Q4	1966-Q3	1966-Q2	1966-Q1	1965-Q4	1965-Q3	1965-Q2	1965-Q1	1964-Q4	1964-Q3	1964-Q2	1964-Q1	1963-Q4	1963-Q3	1963-Q2	1963-Q1	1962-Q4	1962-Q3	1962-Q2	1962-Q1	1961-Q4	1961-Q3	1961-Q2	1961-Q1	1960-Q4	1960-Q3	1960-Q2	1960-Q1	1959-Q4	1959-Q3	1959-Q2	1959-Q1	1958-Q4	1958-Q3	1958-Q2	1958-Q1	1957-Q4	1957-Q3	1957-Q2	1957-Q1	1956-Q4	1956-Q3	1956-Q2	1956-Q1	1955-Q4	1955-Q3	1955-Q2	1955-Q1	1954-Q4	1954-Q3	1954-Q2	1954-Q1	1953-Q4	1953-Q3	1953-Q2	1953-Q1	1952-Q4	1952-Q3	1952-Q2	1952-Q1	1951-Q4	1951-Q3	1951-Q2	1951-Q1	1950-Q4	1950-Q3	1950-Q2	1950-Q1	1949-Q4	1949-Q3	1949-Q2	1949-Q1	1948-Q4	1948-Q3	1948-Q2	1948-Q1	1947-Q4	1947-Q3	1947-Q2	1947-Q1	1946-Q4	1946-Q3	1946-Q2	1946-Q1	1945-Q4	1945-Q3	1945-Q2	1945-Q1	1944-Q4	1944-Q3	1944-Q2	1944-Q1	1943-Q4	1943-Q3	1943-Q2	1943-Q1	1942-Q4	1942-Q3	1942-Q2	1942-Q1	1941-Q4	1941-Q3	1941-Q2	1941-Q1	1940-Q4	1940-Q3	1940-Q2	1940-Q1	1939-Q4	1939-Q3	1939-Q2	1939-Q1	1938-Q4	1938-Q3	1938-Q2	1938-Q1	1937-Q4	1937-Q3	1937-Q2	1937-Q1	1936-Q4	1936-Q3	1936-Q2	1936-Q1	1935-Q4	1935-Q3	1935-Q2	1935-Q1	1934-Q4	1934-Q3	1934-Q2	1934-Q1	1933-Q4	1933-Q3	1933-Q2	1933-Q1	1932-Q4	1932-Q3	1932-Q2	1932-Q1	1931-Q4	1931-Q3	1931-Q2	1931-Q1	1930-Q4	1930-Q3	1930-Q2	1930-Q1	1929-Q4	1929-Q3	1929-Q2	1929-Q1	1928-Q4	1928-Q3	1928-Q2	1928-Q1	1927-Q4	1927-Q3	1927-Q2	1927-Q1	1926-Q4	1926-Q3	1926-Q2	1926-Q1	1925-Q4	1925-Q3	1925-Q2	1925-Q1
gdp-constant-(2002)-prices-agriculture-other-agricultural-crops																																						2,210	4,439	3,186	2,799.67	2,642.46	3,091.40	2,994.34	3,372.30	2,836.18	3,256.56	2,833.00	3,479.89	2,493.21	3,055.69	2,731.57	3,254.28	2,335.24	2,876.54	2,552.99	3,074.69	2,231.28	2,702.63	2,404.92	2,807.62	2,069.80	2,491.13	2,249.00	2,580.27	1,973.88	2,344.35	2,141.53	2,471.20	1,917.71	2,339.67	2,066.15	2,425.60	1,941.28	2,341.70	1,988.48	2,417.10	1,768.20	2,215.00	1,985.60	2,284.30	1,797.80	2,133.00	1,958.00	2,339.00	2,029.70	2,218.00	1,886.10	2,109.70	1,795.84	2,090.86	1,808.74	2,165.60																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2002)-prices-agriculture-fishing																																						11,112	10,996	11,558	10,510.42	11,320.66	11,814.70	11,334.58	10,926.90	11,297.90	12,255.59	10,254.94	9,640.83	10,443.12	11,154.05	10,832.42	8,464.46	10,060.80	9,790.85	9,597.88	7,981.05	8,761.60	8,345.80	8,224.90	7,075.10	7,817.50	7,296.70	6,954.00	6,820.20	7,647.00	6,473.00	6,463.00	6,433.00	7,516.00	5,033.10	5,883.00	6,153.00	6,493.50	4,974.11	4,974.35	4,817.73	5,200.30	4,151.10	3,115.40	1,378.70	6,243.00	5,908.00	5,988.00	6,151.00	6,957.10	6,480.00	4,868.00	5,866.10	6,629.00	6,370.00	6,495.00	6,197.60																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2002)-prices-industry																																						311,102	301,354	275,512	298,769.46	303,377.15	284,602.03	264,403.08	280,509.42	279,317.03	252,766.37	235,635.20	249,167.17	252,310.64	233,832.01	213,952.59	225,057.25	222,583.04	217,903.37	195,359.61	203,085.61	202,403.54	196,718.50	178,431.95	182,779.67	185,877.29	180,826.94	163,366.41	171,058.32	173,184.14	173,170.40	158,576.66	167,860.10	164,546.40	164,046.47	148,275.40	158,330.38	151,685.47	152,559.93	137,930.21	148,122.18	139,748.98	140,761.48	127,341.08	138,129.58	128,466.45	130,690.85	119,273.55	127,171.25	123,430.75	122,959.75	113,266.05	119,989.95	116,209.10	118,038.00	109,237.50	114,779.50																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2002)-prices-industry-mining-and-quarrying																																						32,791	28,434	20,169	30,611.31	30,974.10	26,234.90	20,053.30	27,504.60	29,218.90	22,978.00	18,354.00	23,836.60	27,720.67	20,420.10	16,299.30	20,231.50	23,330.00	17,570.10	14,339.00	15,951.80	19,611.90	14,695.00	12,683.00	13,088.60	16,942.70	12,102.70	11,240.10	11,744.80	14,239.90	11,461.46	10,117.70	12,271.00	13,475.70	9,914.60	8,460.00	10,780.64	10,313.31	8,572.90	7,439.69	9,442.71	7,414.28	7,500.78	5,680.08	8,195.88	5,712.15	6,283.85	5,448.85	6,994.15	6,165.35	5,331.25	5,213.25	6,446.15	4,601.50	5,415.20	4,806.60	5,064.20																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2002)-prices-industry-manufacturing																																						160,314	160,202	146,150	162,140.88	158,452.45	151,829.93	142,359.57	152,034.80	151,565.30	139,607.00	129,025.04	139,645.76	135,501.43	131,652.34	122,499.58	131,284.52	129,129.16	127,458.50	115,367.87	123,034.50	119,869.24	118,389.00	106,646.00	113,756.16	110,739.00	111,135.79	97,915.91	107,543.69	104,489.34	107,637.94	96,887.96	104,665.60	99,276.40	102,505.00	92,370.00	100,081.34	93,064.03	96,108.45	86,219.86	94,962.91	88,186.00	90,743.00	81,542.00	90,415.00	82,813.00	85,797.00	77,519.00	84,330.00	79,587.50	81,147.00	73,730.00	79,739.00	75,423.00	77,843.00	71,515.00	77,584.00																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2002)-prices-industry-manufacturing-processing-(tea,-rubber-and-coconut)																																						4,231	3,857	4,618	4,617.75	4,339.75	3,826.73	5,361.37	4,448.70	4,330.30	3,572.00	4,965.09	4,279.30	3,817.23	4,061.60	5,085.37	4,079.00	3,632.00	3,770.00	4,688.78	3,915.00	3,771.36	3,721.00	4,417.00	3,959.00	3,880.00	3,660.00	4,151.93	3,303.52	3,309.00	3,802.60	4,031.00	3,754.00	3,206.80	3,574.00	3,815.00	3,554.00	3,028.93	3,414.96	3,698.61	3,675.34	3,035.00	3,348.00	3,813.00	3,507.00	3,130.00	3,246.00	3,486.00	3,647.00	3,030.50	3,086.00	3,331.00	3,479.00	3,225.00	3,271.00	3,457.00	3,607.00																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2002)-prices-industry-manufacturing-factory-industry																																						147,217	148,021	132,941	148,418.27	145,454.70	139,898.20	128,976.20	138,772.10	138,645.60	128,343.00	116,279.32	126,664.50	123,697.47	120,187.40	109,902.20	118,933.70	117,825.00	116,509.50	103,532.50	111,309.50	108,909.50	107,943.00	95,577.00	102,495.00	100,103.00	101,074.00	87,537.98	97,212.10	94,687.34	97,643.60	86,801.96	94,081.60	89,868.60	93,014.00	82,782.00	89,946.18	84,101.84	87,142.27	77,113.77	85,013.82	79,543.00	82,158.00	72,642.00	80,933.00	74,434.00	77,585.00	69,246.00	75,084.00	71,646.00	73,329.00	65,810.00	71,002.00	67,549.00	70,055.00	63,727.00	68,935.00																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2002)-prices-industry-manufacturing-cottage-industry																																						8,866	8,324	8,592	9,104.86	8,658.00	8,105.00	8,022.00	8,814.00	8,589.40	7,692.00	7,780.63	8,701.96	7,986.72	7,403.34	7,512.01	8,271.82	7,672.16	7,179.00	7,146.59	7,810.00	7,188.38	6,725.00	6,652.00	7,302.16	6,756.00	6,401.79	6,226.00	7,028.07	6,493.00	6,191.74	6,055.00	6,830.00	6,201.00	5,917.00	5,773.00	6,581.16	5,933.26	5,551.22	5,407.48	6,273.75	5,608.00	5,237.00	5,087.00	5,975.00	5,249.00	4,966.00	4,787.00	5,599.00	4,911.00	4,732.00	4,589.00	5,258.00	4,649.00	4,517.00	4,331.00	5,042.00																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2002)-prices-industry-electricity,-gas-and-water																																						22,808	23,628	24,748	19,083.37	21,264.00	22,171.90	22,678.21	17,427.92	19,984.83	20,458.00	21,983.30	17,487.19	19,294.50	18,398.93	18,914.01	15,844.43	17,960.91	18,473.88	18,108.10	15,003.88	17,325.40	17,251.00	16,124.00	12,981.91	15,990.60	15,895.45	14,888.40	12,199.80	15,166.00	14,897.00	14,278.00	12,506.00	14,807.60	14,980.47	13,448.40	12,102.40	14,289.02	14,245.98	12,971.76	11,419.26	12,456.00	11,964.00	11,650.00	10,038.00	10,715.00	10,495.00	10,284.10	8,951.00	10,093.00	10,038.00	9,662.00	8,358.00	9,454.00	9,337.00	9,122.00	7,695.00																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2002)-prices-industry-electricity,-gas-and-water-electricity																																						20,020	18,798	22,152	16,670.81	18,798.10	19,860.90	20,669.60	15,280.30	17,920.00	18,221.00	20,028.65	15,450.25	17,306.24	16,255.00	17,030.72	13,760.21	15,887.18	16,411.00	16,385.00	13,038.88	15,360.00	15,342.00	14,342.00	11,247.00	13,986.10	14,153.45	13,322.50	10,554.80	13,276.00	13,277.00	12,750.00	10,881.00	12,769.60	13,097.17	11,903.00	10,533.00	12,150.02	12,533.18	11,505.76	9,993.69	10,426.00	10,358.00	10,273.00	8,700.00	8,858.00	8,806.00	8,845.10	7,680.00	8,304.00	8,331.00	8,479.00	7,028.00	7,796.00	7,766.00	7,748.00	6,465.00																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2002)-prices-industry-electricity,-gas-and-water-gas																																						2,007	1,667	1,817	1,574.86	1,727.00	1,354.00	1,257.00	1,322.30	1,344.00	1,329.00	1,247.00	1,260.54	1,300.29	1,261.45	1,199.00	1,339.57	1,257.00	1,233.00	1,088.00	1,277.00	1,193.00	1,125.00	1,170.00	1,105.00	1,271.00	999.00	982.00	1,028.00	1,198.00	885.00	960.00	1,019.00	1,375.60	1,174.00	990.00	985.00	1,525.00	1,044.58	947.00	882.28	1,434.00	969.00	879.00	805.00	1,292.00	1,080.00	962.00	758.00	1,225.00	1,116.00	723.00	840.00	1,108.00	978.00	921.00	758.00																																																																																																																																																																																																																																																																																																																				
gdp-constant-(2002)-prices-industry-electricity,-gas-and-water-water																																						781	1,008	778	837.69	738.90	957.00	751.61	825.31	720.83	908.00	707.65	776.40	687.97	882.48	684.30	744.64	816.74	829.88	635.10	688.00	772.40	784.00	612.00	629.91	733.50	743.00	583.90	617.00	692.00	735.00	568.00	606.00	662.40	709.30	555.40	584.40	614.00	668.21	519.00	543.29	596.00	637.00	498.00	533.00	565.00	609.00	477.00	513.00	564.00	591.00	460.00	490.00	550.00	593.00	453.00	472.00																																																																																																																																																																																																																																																																																																																				
