sub4	2022	2021	2020	2019	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980	1979	1978	1977	1976	1975	1974	1973	1972	1971	1970	1969	1968	1967	1966	1965	1964	1963	1962	1961	1960	1959	1958	1957	1956	1955	1954	1953	1952	1951	1950	1949	1948	1947	1946	1945	1944	1943	1942	1941	1940	1939	1938	1937	1936	1935	1934	1933	1932	1931	1930	1929	1928	1927	1926	1925	1924	1923	1922
gdp-current-market-prices-(2010-series)-industries-electricity,-gas,-steam-and-air-conditionin			116,710.24	118,652.53	106,773.64	90,954.16	86,881.75	82,965.85	77,638.88	90,538.80	78,832.61	67,664.59	68,491.16																																																																																								
gdp-current-market-prices-(2010-series)-industries-construction			1,015,771.70	1,121,658.88	1,050,428.32	1,040,977.60	934,787.21	830,411.93	813,689.24	715,454.73	621,140.40	451,714.09	336,381.44																																																																																								
gdp-current-market-prices-(2010-series)-gross-value-added-(gva)-at-basic-price			14,115,700.84	13,969,402.62	13,090,130.79	12,089,701.93	10,999,588.63	10,154,839.01	9,657,193.77	8,939,254.31	8,139,567.94	6,639,104.00	5,758,104.30																																																																																								
gdp-current-market-prices-(2010-series)-gross-domestic-product-at-market-price			14,972,995.16	15,012,953.41	14,290,906.88	13,328,103.39	11,996,083.30	10,950,620.53	10,361,151.07	9,592,124.97	8,732,463.31	7,219,106.29	6,413,668.47																																																																																								
gdp-current-market-prices-(2010-series)-gross-national-income-at-market-price			14,567,811	14,580,704	13,901,306	12,975,247	11,676,431.24	10,675,880	10,125,078	9,366,038.77	8,577,574.10	7,147,065.29	6,343,892.47																																																																																								
gde-current-mp-(2010-series)-hh-cons.-by-coicop-individual-consumption-(ic)-expenditure-of-hhs			10,622,640.40	10,828,700.50	10,212,309.30	9,291,596.30	8,797,387.06	7,582,122.49	7,128,654.90	6,546,172.65	5,730,362.41	5,179,516.31	4,402,019.11																																																																																								
gde-current-mp-(2010-series)-hh-cons.-by-coicop-housing,-water,-electricity,-gas-and-other-fue			1,105,003.30	1,067,992.80	1,003,610.70	932,853.79	877,268.78	769,722.66	749,919.23	688,512.12	587,210.42	495,736.88	434,569.69																																																																																								
gde-current-mp-(2010-series)-hh-cons.-by-coicop-transport			2,136,008.30	2,540,739.40	2,323,639.40	2,070,723.65	1,674,661.28	1,363,317.86	1,548,475.77	1,353,718.21	1,208,046.65	954,787.44	858,403.98																																																																																								
gde-current-mp-(2010-series)-hh-cons.-by-coicop-recreation-and-culture			186,054.70	176,675.50	168,492.00	152,375.89	162,827.96	167,777.58	89,918.81	73,558.10	81,665.68	91,721.65	78,776.33																																																																																								
gde-current-mp-(2010-series)-hh-cons.-by-coicop-restaurants-and-hotels			273,495.40	415,640.70	415,038.30	377,305.94	337,098.90	312,314.69	306,229.79	285,456.77	283,301.82	206,749.58	161,458.52																																																																																								
gde-current-mp-(2010-series)-hh-cons.-by-coicop-miscellaneous-goods-and-services			2,273,419.70	2,263,144.50	2,126,825.60	1,918,612.27	1,746,733.53	1,605,552.51	1,767,442.09	1,608,264.07	1,263,922.28	982,247.84	864,653.73																																																																																								
gde-current-mp-(2010-series)-hh-cons.-by-coicop-individual-consumption-expenditure-of-general			560,537.50	475,781.80	371,615.30	355,291.38	327,713.08	319,119.21	260,395.32	226,233.88	188,297.87	181,451.04	154,763.73																																																																																								
