sub4	2025-Q1	2024-Q4	2024-Q3	2024-Q2	2024-Q1	2023-Q4	2023-Q3	2023-Q2	2023-Q1	2022-Q4	2022-Q3	2022-Q2	2022-Q1	2021-Q4	2021-Q3	2021-Q2	2021-Q1	2020-Q4	2020-Q3	2020-Q2	2020-Q1	2019-Q4	2019-Q3	2019-Q2	2019-Q1	2018-Q4	2018-Q3	2018-Q2	2018-Q1	2017-Q4	2017-Q3	2017-Q2	2017-Q1	2016-Q4	2016-Q3	2016-Q2	2016-Q1	2015-Q4	2015-Q3	2015-Q2	2015-Q1	2014-Q4	2014-Q3	2014-Q2	2014-Q1	2013-Q4	2013-Q3	2013-Q2	2013-Q1	2012-Q4	2012-Q3	2012-Q2	2012-Q1	2011-Q4	2011-Q3	2011-Q2	2011-Q1	2010-Q4	2010-Q3	2010-Q2	2010-Q1	2009-Q4	2009-Q3	2009-Q2	2009-Q1	2008-Q4	2008-Q3	2008-Q2	2008-Q1	2007-Q4	2007-Q3	2007-Q2	2007-Q1	2006-Q4	2006-Q3	2006-Q2	2006-Q1	2005-Q4	2005-Q3	2005-Q2	2005-Q1	2004-Q4	2004-Q3	2004-Q2	2004-Q1	2003-Q4	2003-Q3	2003-Q2	2003-Q1	2002-Q4	2002-Q3	2002-Q2	2002-Q1	2001-Q4	2001-Q3	2001-Q2	2001-Q1	2000-Q4	2000-Q3	2000-Q2	2000-Q1	1999-Q4	1999-Q3	1999-Q2	1999-Q1	1998-Q4	1998-Q3	1998-Q2	1998-Q1	1997-Q4	1997-Q3	1997-Q2	1997-Q1	1996-Q4	1996-Q3	1996-Q2	1996-Q1	1995-Q4	1995-Q3	1995-Q2	1995-Q1	1994-Q4	1994-Q3	1994-Q2	1994-Q1	1993-Q4	1993-Q3	1993-Q2	1993-Q1	1992-Q4	1992-Q3	1992-Q2	1992-Q1	1991-Q4	1991-Q3	1991-Q2	1991-Q1	1990-Q4	1990-Q3	1990-Q2	1990-Q1	1989-Q4	1989-Q3	1989-Q2	1989-Q1	1988-Q4	1988-Q3	1988-Q2	1988-Q1	1987-Q4	1987-Q3	1987-Q2	1987-Q1	1986-Q4	1986-Q3	1986-Q2	1986-Q1	1985-Q4	1985-Q3	1985-Q2	1985-Q1	1984-Q4	1984-Q3	1984-Q2	1984-Q1	1983-Q4	1983-Q3	1983-Q2	1983-Q1	1982-Q4	1982-Q3	1982-Q2	1982-Q1	1981-Q4	1981-Q3	1981-Q2	1981-Q1	1980-Q4	1980-Q3	1980-Q2	1980-Q1	1979-Q4	1979-Q3	1979-Q2	1979-Q1	1978-Q4	1978-Q3	1978-Q2	1978-Q1	1977-Q4	1977-Q3	1977-Q2	1977-Q1	1976-Q4	1976-Q3	1976-Q2	1976-Q1	1975-Q4	1975-Q3	1975-Q2	1975-Q1	1974-Q4	1974-Q3	1974-Q2	1974-Q1	1973-Q4	1973-Q3	1973-Q2	1973-Q1	1972-Q4	1972-Q3	1972-Q2	1972-Q1	1971-Q4	1971-Q3	1971-Q2	1971-Q1	1970-Q4	1970-Q3	1970-Q2	1970-Q1	1969-Q4	1969-Q3	1969-Q2	1969-Q1	1968-Q4	1968-Q3	1968-Q2	1968-Q1	1967-Q4	1967-Q3	1967-Q2	1967-Q1	1966-Q4	1966-Q3	1966-Q2	1966-Q1	1965-Q4	1965-Q3	1965-Q2	1965-Q1	1964-Q4	1964-Q3	1964-Q2	1964-Q1	1963-Q4	1963-Q3	1963-Q2	1963-Q1	1962-Q4	1962-Q3	1962-Q2	1962-Q1	1961-Q4	1961-Q3	1961-Q2	1961-Q1	1960-Q4	1960-Q3	1960-Q2	1960-Q1	1959-Q4	1959-Q3	1959-Q2	1959-Q1	1958-Q4	1958-Q3	1958-Q2	1958-Q1	1957-Q4	1957-Q3	1957-Q2	1957-Q1	1956-Q4	1956-Q3	1956-Q2	1956-Q1	1955-Q4	1955-Q3	1955-Q2	1955-Q1	1954-Q4	1954-Q3	1954-Q2	1954-Q1	1953-Q4	1953-Q3	1953-Q2	1953-Q1	1952-Q4	1952-Q3	1952-Q2	1952-Q1	1951-Q4	1951-Q3	1951-Q2	1951-Q1	1950-Q4	1950-Q3	1950-Q2	1950-Q1	1949-Q4	1949-Q3	1949-Q2	1949-Q1	1948-Q4	1948-Q3	1948-Q2	1948-Q1	1947-Q4	1947-Q3	1947-Q2	1947-Q1	1946-Q4	1946-Q3	1946-Q2	1946-Q1	1945-Q4	1945-Q3	1945-Q2	1945-Q1	1944-Q4	1944-Q3	1944-Q2	1944-Q1	1943-Q4	1943-Q3	1943-Q2	1943-Q1	1942-Q4	1942-Q3	1942-Q2	1942-Q1	1941-Q4	1941-Q3	1941-Q2	1941-Q1	1940-Q4	1940-Q3	1940-Q2	1940-Q1	1939-Q4	1939-Q3	1939-Q2	1939-Q1	1938-Q4	1938-Q3	1938-Q2	1938-Q1	1937-Q4	1937-Q3	1937-Q2	1937-Q1	1936-Q4	1936-Q3	1936-Q2	1936-Q1	1935-Q4	1935-Q3	1935-Q2	1935-Q1	1934-Q4	1934-Q3	1934-Q2	1934-Q1	1933-Q4	1933-Q3	1933-Q2	1933-Q1	1932-Q4	1932-Q3	1932-Q2	1932-Q1	1931-Q4	1931-Q3	1931-Q2	1931-Q1	1930-Q4	1930-Q3	1930-Q2	1930-Q1	1929-Q4	1929-Q3	1929-Q2	1929-Q1	1928-Q4	1928-Q3	1928-Q2	1928-Q1	1927-Q4	1927-Q3	1927-Q2	1927-Q1	1926-Q4	1926-Q3	1926-Q2	1926-Q1	1925-Q4	1925-Q3	1925-Q2	1925-Q1
net-interest-income-(nii)-to-gross-income															73.20	71.40	67.60	73.20	72.80	71.50	71.30	74.90	74.80	75.10	77.10	71.39	72.04	72.71	70.65	72.60	72.20	71.70	72.70	73.00	73.40	73.40	72.60	71.10	71.00	72.80	72.90	68.90	67.90	67.70	66.60	69.90	70.70	69.80	66.70	70.80	69.60	67.50	64.70	72.30	72.20	72.90	72.50	71.10	70.50	70.50	71.50	69.80	69.10	68.40	69.10	68.90	68.40	67.20	71.00																																																																																																																																																																																																																																																																																																																																												
non-interest-expenses-(operating-expenses)-to-gross-income															42.00	40.80	41.00	43.80	43.90	42.60	48.70	46.20	46.00	46.20	48.10	45.13	44.62	44.47	43.66	43.60	43.80	43.60	46.50	48.20	49.30	50.50	56.30	49.50	50.40	50.30	50.50	50.70	52.70	56.10	54.80	49.50	48.80	48.40	44.90	48.10	47.80	48.30	47.00	53.90	53.50	54.50	53.70	52.70	50.60	50.50	52.10	52.40	51.10	50.40	55.60	53.20	52.50	52.10	54.40																																																																																																																																																																																																																																																																																																																																												
efficiency-(operating-cost)-ratio															47.30	45.40	45.10	51.80	52.10	52.20	53.80	51.80	51.20	52.30	52.40	48.48	47.67	47.42	45.56	45.20	45.60	45.20	47.50	49.00	49.50	51.10	57.10	51.10	52.00	52.30	52.50	51.60	52.60	55.30	54.10	52.60	51.50	50.60	45.50	49.30	48.50	49.00	47.60	54.40	53.80	55.10	54.30	50.70	48.00	46.90	53.40	59.10	54.70	54.30	58.40	56.10	54.40	54.40	55.80																																																																																																																																																																																																																																																																																																																																												
net-interest-income-(nii)-to-average-assets-(net-interest-margin)															3.30	3.30	3.30	3.10	3.10	3.20	3.40	3.60	3.60	3.70	3.70	3.67	3.67	3.71	3.73	3.50	3.60	3.60	3.60	3.60	3.50	3.50	3.50	3.50	3.60	3.70	3.80	3.60	3.40	3.30	3.30	3.70	3.90	3.90	4.10	4.30	4.20	4.20	4.10	4.30	4.30	4.20	4.20	4.70	4.70	4.70	4.70	4.80	4.60	4.60	4.40	4.70	4.50	4.40	4.40																																																																																																																																																																																																																																																																																																																																												
non-interest-income-to-average-assets															1.20	1.30	1.60	1.10	1.20	1.30	1.40	1.20	1.20	1.20	1.10	1.47	1.43	1.39	1.55	1.30	1.40	1.40	1.40	1.30	1.30	1.30	1.30	1.40	1.50	1.40	1.40	1.60	1.60	1.50	1.60	1.60	1.60	1.70	2.00	1.80	1.80	2.00	2.30	1.60	1.60	1.60	1.60	1.90	2.00	2.00	1.90	2.10	2.10	2.10	2.00	2.10	2.10	2.10	1.80																																																																																																																																																																																																																																																																																																																																												
non-interest-expenses-to-average-assets															1.90	1.90	2.00	1.90	1.90	1.90	2.30	2.20	2.20	2.30	2.30	2.32	2.28	2.27	2.31	2.10	2.20	2.20	2.30	2.40	2.40	2.40	2.70	2.40	2.50	2.50	2.60	2.60	2.60	2.70	2.70	2.70	2.70	2.70	2.70	2.90	2.90	3.00	3.00	3.20	3.20	3.20	3.10	3.40	3.40	3.40	3.40	3.60	3.40	3.40	3.60	3.70	3.40	3.40	3.40																																																																																																																																																																																																																																																																																																																																												
profit-before-tax-(pbt)-to-average-assets															1.70	1.80	2.00	1.40	1.40	1.30	1.40	1.50	1.60	1.50	1.60	1.91	1.97	1.99	2.18	2.10	2.10	2.10	2.00	2.00	2.00	1.90	1.70	1.90	1.90	1.90	2.00	2.00	2.00	1.90	1.90	2.00	2.10	2.20	2.80	2.50	2.60	2.60	2.80	2.40	2.40	2.20	2.30	2.50	2.70	2.80	2.10	1.70	2.00	2.10	1.70	2.00	2.00	2.00	1.90																																																																																																																																																																																																																																																																																																																																												
net-profit-loss-to-average-assets															1.30	1.40	1.40	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.25	1.30	1.35	1.53	1.50	1.40	1.50	1.40	1.40	1.40	1.30	1.10	1.30	1.40	1.30	1.40	1.40	1.40	1.30	1.30	1.40	1.50	1.60	2.10	1.80	1.80	1.80	1.90	1.70	1.60	1.50	1.50	1.60	1.70	1.90	1.10	0.90	1.10	1.20	1.00	1.20	1.10	1.20	1.10																																																																																																																																																																																																																																																																																																																																												
liquid-assets-to-total-assets															28.00	31.00	31.80	31.40	32.40	30.90	27.00	27.10	27.20	27.60	26.40	24.46	24.88	25.72	26.25	26.40	26.50	26.10	25.50	24.90	26.50	25.80	25.80	27.40	26.70	28.60	28.20	28.90	30.00	30.70	30.00	28.00	27.10	26.20	25.00	23.50	23.90	24.30	23.20	22.90	25.20	26.30	26.10	26.80	28.20	29.20	30.40	31.90	31.50	28.80	24.90	25.30	24.20	26.10	24.90																																																																																																																																																																																																																																																																																																																																												
liquid-assets-to-deposits															37.60	41.40	42.50	42.00	43.90	42.20	37.60	37.60	37.70	37.90	36.40	34.24	34.42	35.00	36.26	36.70	37.20	37.10	36.80	35.80	38.70	38.50	39.00	41.30	40.00	42.30	42.20	42.80	43.60	43.70	42.20	39.60	38.90	37.80	36.00	33.40	34.40	35.30	33.20	32.00	35.30	36.80	36.40	37.10	39.20	40.10	41.40	43.20	42.90	40.10	35.70	36.70	35.80	38.50	36.80																																																																																																																																																																																																																																																																																																																																												
current-&-savings-deposits-to-total-deposits															38.30	37.60	36.90	36.60	35.10	34.00	34.10	33.00	32.90	32.50	33.00	33.46	33.17	34.60	35.27	35.70	34.80	35.80	37.20	38.90	39.20	40.70	41.70	42.60	42.90	42.20	42.10	42.10	39.00	38.60	37.00	36.40	36.20	36.40	36.80	37.90	39.60	39.90	41.50	44.50	46.60	47.90	47.10	47.50	45.90	45.30	45.10	44.30	41.20	40.90	42.60	43.30	45.00	45.30	46.50																																																																																																																																																																																																																																																																																																																																												
credit-to-total-deposits															88.10	88.00	88.80	86.50	89.80	91.80	93.60	93.40	92.40	91.10	92.80	94.24	92.00	90.80	90.45	90.10	90.00	91.80	92.20	91.90	91.10	93.00	93.10	91.80	91.40	88.70	89.40	86.90	83.90	82.00	83.20	86.70	87.20	89.50	91.40	92.50	93.30	93.00	92.00	91.00	86.80	85.40	82.80	81.90	79.00	79.50	77.60	76.00	78.00	83.10	89.20	93.40	92.60	94.90	94.60																																																																																																																																																																																																																																																																																																																																												
credit-to-deposits-&-borrowings															74.90	75.40	76.20	74.20	76.30	77.60	77.80	78.10	77.50	77.00	78.10	77.75	76.56	76.80	75.32	74.60	73.60	73.50	72.70	72.60	70.80	70.80	69.80	69.20	69.30	68.50	68.10	66.90	66.20	66.10	68.00	70.30	70.00	71.40	72.90	74.70	74.70	73.40	73.80	74.50	71.50	69.60	68.00	67.80	65.40	66.70	65.60	64.40	65.70	68.60	71.30	74.30	72.10	73.80	73.70																																																																																																																																																																																																																																																																																																																																												
liquid-assets-to-short-term-liabilities															45.10	50.00	51.10	50.40	48.90	49.50	51.80	46.10	43.70	44.00	41.70	37.93	38.65	41.50	39.35	39.10	39.20	38.30	37.40	37.10	39.70	39.00	39.30	41.80	39.40	42.70	41.80	43.60	45.10	46.10	44.30	41.60	39.80	38.60	35.80	32.80	34.00	34.20	31.90	31.60	33.30	34.20	34.30	38.60	40.50	44.10	41.80	24.70	34.60	31.10	26.50	27.50	26.20	28.20	26.20																																																																																																																																																																																																																																																																																																																																												
deposit-to-total-loans															113.50	113.60	112.60	115.70	111.40	108.90	106.80	107.10	108.20	109.80	107.70	106.12	108.69	110.13	110.56	110.90	111.10	108.90	108.50	108.80	109.80	107.60	107.40	108.90	109.40	112.70	111.80	115.10	119.30	122.00	120.20	115.40	114.70	111.70	109.40	108.10	107.20	107.60	108.70	109.90	115.20	117.10	120.70	122.10	126.50	125.80	128.80	131.50	128.20	120.40	112.20	107.10	108.00	105.30	105.70																																																																																																																																																																																																																																																																																																																																												
deposits-to-total-assets															74.40	74.80	74.80	74.70	73.80	73.10	71.90	72.00	72.30	72.90	72.50	71.42	72.27	73.48	72.39	72.00	71.30	70.30	69.30	69.50	68.40	67.00	66.20	66.50	66.70	67.80	66.80	67.60	68.90	70.20	71.20	70.70	69.80	69.40	69.30	70.30	69.60	68.80	69.80	71.50	71.60	71.40	71.70	72.40	71.90	72.90	73.40	73.80	73.30	71.80	69.80	69.00	67.50	67.70	67.50																																																																																																																																																																																																																																																																																																																																												
borrowings-to-total-assets															13.10	12.50	12.40	12.40	13.00	13.40	14.60	14.00	13.80	13.30	13.70	15.15	14.58	13.40	14.54	15.00	15.80	17.50	18.60	18.40	19.60	21.00	22.10	21.80	21.20	20.00	20.90	20.20	18.30	16.90	15.90	16.40	17.10	17.60	17.60	16.70	17.30	18.40	17.20	15.80	15.40	16.20	15.60	15.10	15.00	13.90	13.40	13.30	13.70	15.10	17.40	17.70	19.10	19.40	19.20																																																																																																																																																																																																																																																																																																																																												
capital-to-total-assets															8.90	8.90	8.90	9.00	9.10	9.30	9.20	9.50	9.50	9.50	9.20	9.07	8.97	9.07	8.82	8.90	8.70	8.40	8.10	8.20	8.30	8.30	8.10	8.20	8.30	8.40	8.30	8.30	8.60	8.40	8.40	8.30	8.30	8.30	8.30	8.40	8.40	8.10	8.30	8.50	8.40	7.90	7.80	7.90	8.00	8.20	7.90	7.90	8.00	8.00	7.90	7.90	7.70	7.70	7.80																																																																																																																																																																																																																																																																																																																																												
foreign-currency-denominated-liabilities-to-total-liabilities															21.90	23.50	23.10	23.20	23.90	24.70	26.10	24.90	24.90	24.30	24.10	25.22	24.07	22.58	23.39	24.70	25.20	25.90	26.20	26.60	27.00	28.00	28.40	29.00	27.80	27.70	27.90	27.40	25.50	25.70	24.90	26.10	26.80	26.00	26.40	26.20	26.50	26.90	25.20	22.90	21.00	21.90	21.70	22.20	20.90	20.80	21.60	22.40	23.90	23.80	24.40	24.30	26.60	28.40	26.80																																																																																																																																																																																																																																																																																																																																												
deductions-adjustments-for-core-capital-(tier-i)															77,519	57,287	53,990	52,787	52,223	52,591	52,521	43,153	45,269	40,035	38,192	37,308.22	35,340.32	34,634.93	32,681.69	30,717	32,842	22,727	22,537	21,427	21,700	18,272	19,543	17,715	20,979	18,555	17,211	14,408	12,645	14,369	14,851	12,980	20,056	14,937	15,904	13,645	17,348	14,465	12,171	11,489	15,971	9,940	9,463	10,977	12,914	15,896	8,539	7,970	8,963	9,044	8,031	5,725	6,724	7,063	8,668																																																																																																																																																																																																																																																																																																																																												
