sub4	2025-Q1	2024-Q4	2024-Q3	2024-Q2	2024-Q1	2023-Q4	2023-Q3	2023-Q2	2023-Q1	2022-Q4	2022-Q3	2022-Q2	2022-Q1	2021-Q4	2021-Q3	2021-Q2	2021-Q1	2020-Q4	2020-Q3	2020-Q2	2020-Q1	2019-Q4	2019-Q3	2019-Q2	2019-Q1	2018-Q4	2018-Q3	2018-Q2	2018-Q1	2017-Q4	2017-Q3	2017-Q2	2017-Q1	2016-Q4	2016-Q3	2016-Q2	2016-Q1	2015-Q4	2015-Q3	2015-Q2	2015-Q1	2014-Q4	2014-Q3	2014-Q2	2014-Q1	2013-Q4	2013-Q3	2013-Q2	2013-Q1	2012-Q4	2012-Q3	2012-Q2	2012-Q1	2011-Q4	2011-Q3	2011-Q2	2011-Q1	2010-Q4	2010-Q3	2010-Q2	2010-Q1	2009-Q4	2009-Q3	2009-Q2	2009-Q1	2008-Q4	2008-Q3	2008-Q2	2008-Q1	2007-Q4	2007-Q3	2007-Q2	2007-Q1	2006-Q4	2006-Q3	2006-Q2	2006-Q1	2005-Q4	2005-Q3	2005-Q2	2005-Q1	2004-Q4	2004-Q3	2004-Q2	2004-Q1	2003-Q4	2003-Q3	2003-Q2	2003-Q1	2002-Q4	2002-Q3	2002-Q2	2002-Q1	2001-Q4	2001-Q3	2001-Q2	2001-Q1	2000-Q4	2000-Q3	2000-Q2	2000-Q1	1999-Q4	1999-Q3	1999-Q2	1999-Q1	1998-Q4	1998-Q3	1998-Q2	1998-Q1	1997-Q4	1997-Q3	1997-Q2	1997-Q1	1996-Q4	1996-Q3	1996-Q2	1996-Q1	1995-Q4	1995-Q3	1995-Q2	1995-Q1	1994-Q4	1994-Q3	1994-Q2	1994-Q1	1993-Q4	1993-Q3	1993-Q2	1993-Q1	1992-Q4	1992-Q3	1992-Q2	1992-Q1	1991-Q4	1991-Q3	1991-Q2	1991-Q1	1990-Q4	1990-Q3	1990-Q2	1990-Q1	1989-Q4	1989-Q3	1989-Q2	1989-Q1	1988-Q4	1988-Q3	1988-Q2	1988-Q1	1987-Q4	1987-Q3	1987-Q2	1987-Q1	1986-Q4	1986-Q3	1986-Q2	1986-Q1	1985-Q4	1985-Q3	1985-Q2	1985-Q1	1984-Q4	1984-Q3	1984-Q2	1984-Q1	1983-Q4	1983-Q3	1983-Q2	1983-Q1	1982-Q4	1982-Q3	1982-Q2	1982-Q1	1981-Q4	1981-Q3	1981-Q2	1981-Q1	1980-Q4	1980-Q3	1980-Q2	1980-Q1	1979-Q4	1979-Q3	1979-Q2	1979-Q1	1978-Q4	1978-Q3	1978-Q2	1978-Q1	1977-Q4	1977-Q3	1977-Q2	1977-Q1	1976-Q4	1976-Q3	1976-Q2	1976-Q1	1975-Q4	1975-Q3	1975-Q2	1975-Q1	1974-Q4	1974-Q3	1974-Q2	1974-Q1	1973-Q4	1973-Q3	1973-Q2	1973-Q1	1972-Q4	1972-Q3	1972-Q2	1972-Q1	1971-Q4	1971-Q3	1971-Q2	1971-Q1	1970-Q4	1970-Q3	1970-Q2	1970-Q1	1969-Q4	1969-Q3	1969-Q2	1969-Q1	1968-Q4	1968-Q3	1968-Q2	1968-Q1	1967-Q4	1967-Q3	1967-Q2	1967-Q1	1966-Q4	1966-Q3	1966-Q2	1966-Q1	1965-Q4	1965-Q3	1965-Q2	1965-Q1	1964-Q4	1964-Q3	1964-Q2	1964-Q1	1963-Q4	1963-Q3	1963-Q2	1963-Q1	1962-Q4	1962-Q3	1962-Q2	1962-Q1	1961-Q4	1961-Q3	1961-Q2	1961-Q1	1960-Q4	1960-Q3	1960-Q2	1960-Q1	1959-Q4	1959-Q3	1959-Q2	1959-Q1	1958-Q4	1958-Q3	1958-Q2	1958-Q1	1957-Q4	1957-Q3	1957-Q2	1957-Q1	1956-Q4	1956-Q3	1956-Q2	1956-Q1	1955-Q4	1955-Q3	1955-Q2	1955-Q1	1954-Q4	1954-Q3	1954-Q2	1954-Q1	1953-Q4	1953-Q3	1953-Q2	1953-Q1	1952-Q4	1952-Q3	1952-Q2	1952-Q1	1951-Q4	1951-Q3	1951-Q2	1951-Q1	1950-Q4	1950-Q3	1950-Q2	1950-Q1	1949-Q4	1949-Q3	1949-Q2	1949-Q1	1948-Q4	1948-Q3	1948-Q2	1948-Q1	1947-Q4	1947-Q3	1947-Q2	1947-Q1	1946-Q4	1946-Q3	1946-Q2	1946-Q1	1945-Q4	1945-Q3	1945-Q2	1945-Q1	1944-Q4	1944-Q3	1944-Q2	1944-Q1	1943-Q4	1943-Q3	1943-Q2	1943-Q1	1942-Q4	1942-Q3	1942-Q2	1942-Q1	1941-Q4	1941-Q3	1941-Q2	1941-Q1	1940-Q4	1940-Q3	1940-Q2	1940-Q1	1939-Q4	1939-Q3	1939-Q2	1939-Q1	1938-Q4	1938-Q3	1938-Q2	1938-Q1	1937-Q4	1937-Q3	1937-Q2	1937-Q1	1936-Q4	1936-Q3	1936-Q2	1936-Q1	1935-Q4	1935-Q3	1935-Q2	1935-Q1	1934-Q4	1934-Q3	1934-Q2	1934-Q1	1933-Q4	1933-Q3	1933-Q2	1933-Q1	1932-Q4	1932-Q3	1932-Q2	1932-Q1	1931-Q4	1931-Q3	1931-Q2	1931-Q1	1930-Q4	1930-Q3	1930-Q2	1930-Q1	1929-Q4	1929-Q3	1929-Q2	1929-Q1	1928-Q4	1928-Q3	1928-Q2	1928-Q1	1927-Q4	1927-Q3	1927-Q2	1927-Q1	1926-Q4	1926-Q3	1926-Q2	1926-Q1	1925-Q4	1925-Q3	1925-Q2	1925-Q1
investment-properties															4,186	4,218	4,249	4,280	4,309	4,340	4,371	4,364	4,276	4,306	4,483	4,483.38	4,591.41	4,592.25	3,508.93	3,426	3,427	3,620	602	588	583	576	571	572	574	576	692	694	698	509	511	470	585	594	593	594	596	631	593	617	689	921	922	951	1,051	1,052	981	872	873	708	709	708	832	467	896																																																																																																																																																																																																																																																																																																																																												
other-assets															350,812	335,682	303,994	304,150	337,390	356,915	307,364	294,451	294,281	265,595	260,631	272,380.75	243,069.20	224,106.39	214,600.96	203,777	204,806	192,398	184,546	182,488	175,737	154,048	151,226	152,501	160,241	155,621	142,248	153,551	146,077	159,805	153,509	178,788	180,472	159,008	141,397	134,689	144,263	138,629	122,829	84,523	84,689	83,844	70,808	66,731	85,336	79,634	72,468	71,400	81,658	78,936	75,906	69,529	84,573	68,924	83,834																																																																																																																																																																																																																																																																																																																																												
non-performing-advances-(npls)-special-mentioned-category															11.30	11.80	8.60	9.20	10.40	11.50	16.60	14.30	17.20	21.20	24.30	18.21	21.85	21.73	22.20	13.80	15.60	16.30	15.90	14.00	14.90	13.30	12.90	11.50	12.90	14.00	15.40	12.70	15.30	17.30	16.10	13.80	16.60	16.50	18.50	14.00	15.30	13.90	14.60	11.70	15.40	18.00	18.30	15.00	16.90	18.10	25.10	17.70	20.10	25.40	25.90	33.80	23.00	26.50	21.90																																																																																																																																																																																																																																																																																																																																												
non-performing-advances-(npls)-substandard-category															7.20	7.10	7.70	8.70	15.80	18.40	14.40	17.50	21.50	21.30	17.10	17.59	17.75	15.53	10.58	11.10	12.40	10.40	8.70	7.70	7.00	7.90	7.60	8.40	9.60	9.20	8.70	10.10	12.50	11.40	10.60	13.20	10.20	9.20	7.90	7.70	7.00	7.50	7.80	6.50	7.40	9.10	8.90	9.60	11.40	11.20	11.20	18.70	21.30	17.10	13.80	12.30	15.10	11.10	10.10																																																																																																																																																																																																																																																																																																																																												
non-performing-advances-(npls)-doubtful-category															7.50	7.40	11.90	14.80	12.80	13.90	16.10	15.70	13.50	12.30	11.70	10.12	8.50	6.59	6.76	6.10	4.90	5.10	4.20	4.80	4.70	5.40	7.20	6.70	5.60	5.70	6.60	6.80	6.30	7.20	7.30	6.80	4.80	6.00	4.40	5.20	4.80	5.40	5.80	6.00	3.60	6.60	6.20	8.50	12.50	12.70	15.80	13.30	10.40	10.30	10.30	8.00	8.60	8.90	10.60																																																																																																																																																																																																																																																																																																																																												
non-performing-advances-(npls)-loss-category															74.00	73.60	71.80	67.40	61.00	56.20	52.80	52.50	47.80	45.30	46.90	54.09	51.89	56.14	60.47	68.90	67.00	68.20	71.30	73.50	73.40	73.40	72.30	73.40	71.90	71.10	69.30	70.40	65.90	64.00	66.00	66.20	68.30	68.30	69.30	73.10	72.90	73.30	71.80	75.80	73.50	66.20	66.60	67.00	59.20	58.00	47.90	50.30	48.20	47.30	50.00	45.80	53.30	53.60	57.40																																																																																																																																																																																																																																																																																																																																												
other-liabilities															521,724	527,987	533,447	504,359	488,171	479,897	491,274	480,331	463,340	451,421	468,401	452,668.65	426,436.64	380,918.39	393,498.65	366,014	363,999	327,398	329,057	302,822	288,188	272,467	262,674	242,219	247,066	240,229	242,783	230,784	227,909	235,865	231,484	225,329	238,285	223,674	221,429	200,328	199,468	192,442	186,764	147,629	156,051	148,759	149,327	134,461	144,824	130,514	136,774	123,474	121,905	120,376	112,947	120,487	126,810	116,497	118,630																																																																																																																																																																																																																																																																																																																																												
risk-weighted-amount-for-credit-risk															6,914,756	6,752,100	6,497,300	6,377,345	6,217,716	6,113,959	6,223,672	6,018,864	5,893,392	5,717,453	5,740,731	5,850,635.00	5,527,013.23	5,202,068.31	5,074,847.24	4,714,999	4,550,708	4,371,147	4,200,198	4,074,423	3,933,951	3,708,958	3,541,308	3,421,051	3,108,925	2,919,708	2,801,313	2,670,243	2,447,187	2,333,068	2,292,730	2,261,774	2,200,682	2,101,852	2,050,362	2,004,096	1,946,059	1,913,438	1,827,059	1,714,621	1,611,327	1,470,039	1,414,933	1,327,751	1,234,066	1,158,692	1,134,724	1,129,510	1,163,747	1,176,710	1,227,692	1,231,671	1,191,030	1,153,332	1,116,584																																																																																																																																																																																																																																																																																																																																												
risk-weighted-amount-for-market-risk															164,034	150,350	150,884	140,057	153,120	137,631	162,028	128,097	134,538	137,133	133,659	97,319.28	116,211.83	96,792.79	100,760.41	90,297	99,508	121,156	122,753	105,723	117,736	122,491	119,818	111,180	110,441	101,156	93,038	88,314	88,364	90,077	67,946	50,499	54,680	48,983	33,307	32,444	35,020	65,422	33,282	46,711	52,674	56,698	49,571	48,751	57,090	37,196	30,384	27,609	26,336	27,995	26,801	16,359	22,927	25,705	24,565																																																																																																																																																																																																																																																																																																																																												
risk-weighted-amount-for-operational-risk															590,200	575,768	560,427	541,234	529,203	523,702	518,454	478,598	463,887	453,334	441,344	461,161.21	443,442.58	428,263.55	434,050.47	476,068	480,862	519,534	500,333	485,631	475,285	461,969	451,228	437,094	421,009	410,341	399,369	393,885	378,585	357,993	350,638	348,170	311,266	310,872	309,834	300,675	266,887	266,887	267,120	261,025	241,221	239,986	241,297	235,934	213,528	212,942	214,044	201,977	184,770	184,618	182,768	175,540	150,167	150,322	149,506																																																																																																																																																																																																																																																																																																																																												
interest-income															737,048	483,877	239,310	984,242	741,622	499,343	254,000	1,036,497	778,310	515,858	254,615	948,170.65	689,221.25	449,446.07	219,993.62	825,752	604,941	390,942	188,377	637,558	456,666	289,499	137,940	486,794	353,637	231,264	113,633	460,733	339,260	223,190	113,415	499,523	375,694	247,894	121,026	418,678	298,027	187,948	87,444	293,177	212,447	137,681	67,087	267,386	197,602	130,539	64,697	299,044	223,077	148,976	72,713	286,560	207,532	134,954	66,249																																																																																																																																																																																																																																																																																																																																												
interest-expenses															404,834	267,854	135,485	615,805	471,901	321,604	162,549	658,448	495,679	329,928	162,894	595,903.63	434,785.98	282,878.40	138,453.59	525,282	386,380	249,410	119,664	373,888	266,129	166,674	78,630	260,807	190,172	123,745	60,657	270,247	207,048	141,467	73,533	321,141	241,286	160,707	77,815	244,446	171,110	104,924	48,107	153,079	110,325	71,710	34,804	139,893	104,892	69,759	35,206	184,766	141,464	95,619	47,112	183,570	133,610	87,301	42,705																																																																																																																																																																																																																																																																																																																																												
net-interest-income															332,213	216,022	103,825	368,437	269,722	177,739	91,450	378,049	282,631	185,930	91,721	352,267.02	254,435.27	166,567.68	81,540.02	300,470	218,561	141,531	68,714	263,670	190,537	122,825	59,310	225,988	163,466	107,519	52,976	190,486	132,212	81,723	39,882	178,382	134,407	87,186	43,211	174,232	126,917	83,024	39,336	140,098	102,122	65,971	32,283	127,493	92,710	60,780	29,491	114,277	81,613	53,357	25,601	102,989	73,922	47,654	23,544																																																																																																																																																																																																																																																																																																																																												
non-interest-income															121,376	86,655	49,249	135,059	100,984	70,824	36,893	126,866	95,183	61,699	27,215	141,149.68	98,759.73	62,527.82	33,873.17	113,298	84,215	55,997	25,791	97,532	68,896	44,477	22,355	91,697	66,807	40,220	19,698	85,969	62,566	38,919	20,031	76,979	55,720	37,745	21,534	71,715	55,552	40,047	21,435	53,659	39,231	24,477	12,263	51,756	38,804	25,486	11,757	49,333	36,521	24,670	11,464	46,463	34,220	23,269	9,615																																																																																																																																																																																																																																																																																																																																												
operating-expenses															190,661	123,361	62,220	220,745	162,921	105,872	62,449	233,077	173,660	114,302	57,241	222,679.73	157,580.58	101,870.85	50,394.77	180,592	132,543	86,065	43,918	174,254	127,817	84,561	45,999	157,137	116,084	74,327	36,665	140,027	102,656	67,710	32,815	126,293	92,693	60,508	29,054	118,334	87,201	59,437	28,547	104,436	75,592	49,324	23,910	94,418	66,481	43,594	21,479	85,694	60,402	39,297	20,594	79,561	56,787	36,940	18,054																																																																																																																																																																																																																																																																																																																																												
provision-for-bad-and-doubtful-debts-and-loan-write-offs-(net)															56,476	34,838	14,922	79,426	62,331	53,636	16,952	56,002	38,137	28,012	9,264	38,628.72	25,588.54	15,965.83	5,791.05	18,192	14,521	9,222	3,338	9,265	3,898	3,526	2,188	15,119	10,734	7,267	3,503	9,845	3,179	893	1,382	17,566	13,090	7,192	1,159	6,346	4,656	3,220	1,205	-2,497	-1,629	-612	-41	-6,585	-4,372	-5,270	2,158	20,900	8,367	6,301	2,569	10,869	6,748	4,714	1,798																																																																																																																																																																																																																																																																																																																																												
provision-for-decline-in-value-in-investments-(net)															-63	460	541	748	522	1,140	722	322	618	977	290	1,082.55	495.20	418.48	308.38	-76	156	72	103	205	38	117	149	103	106	91	137	-2,218	-2,887	-2,791	-1,845	-37	-1	-69	-45	1,621	-192	212	258	1,698	1,082	532	123	575	31	58	-106	959	337	-90	29	1,220	113	93	-29																																																																																																																																																																																																																																																																																																																																												
profit-before-value-added-tax-(vat)-&-taxes															206,515	144,019	75,392	202,578	144,931	87,915	48,220	215,513	165,399	104,337	52,142	231,025.70	169,530.67	110,840.34	58,919.00	215,059	155,556	102,171	47,146	177,478	127,680	79,098	33,330	145,325	103,348	66,054	32,370	128,800	91,829	54,830	27,560	111,540	84,345	57,300	34,577	119,645	90,803	60,202	30,761	90,121	66,308	41,205	20,554	90,842	69,373	47,884	17,716	56,057	49,028	32,519	13,872	57,802	44,494	29,175	13,336																																																																																																																																																																																																																																																																																																																																												
profit-before-corporate-taxes															168,747	117,420	61,984	166,063	118,988	72,206	38,697	159,495	122,500	76,524	39,083	183,004.33	136,435.88	89,244.64	47,525.77	175,797	127,069	83,107	38,104	147,519	107,985	65,881	27,772	122,739	87,882	56,110	27,698	109,861	78,587	46,790	23,394	96,054	72,689	49,412	30,223	104,018	78,472	51,954	26,576	78,643	56,819	35,201	17,583	69,591	53,633	35,986	13,026	40,751	35,895	23,979	10,010	44,373	33,191	21,881	10,000																																																																																																																																																																																																																																																																																																																																												
profits-after-corporate-tax															131,086	92,887	45,006	119,937	87,178	54,021	27,380	104,774	78,913	49,277	24,099	119,527.47	89,889.27	60,411.89	33,475.05	125,980	88,724	58,189	26,301	104,371	77,654	46,535	19,013	85,608	61,925	39,170	18,951	76,589	55,170	32,789	16,361	68,419	52,062	35,870	22,708	73,539	54,580	36,019	18,445	55,075	38,001	23,648	11,306	45,183	33,554	24,338	7,152	20,833	19,936	13,625	5,578	25,174	18,846	12,890	5,878																																																																																																																																																																																																																																																																																																																																												
